method,field_rel_l2,hot_region_rel_l2,peak_true,peak_pred,peak_abs_error,true_peak_x,true_peak_y,posterior_mean_at_true_peak,posterior_sd_at_true_peak,peak_ci_lower,peak_ci_upper,true_peak_in_95,shape,shape_label,obs_n,n_observations,n_saturated,actual_frac_saturated,selected_lengthscale,lengthscale,threshold,kernel,kernel_label,observation_seed,kernel_type,kernel_lengthscale,kernel_lengthscale_y
censored Laplace,0.1042129706624988,0.27057065891345755,1520.195695818044,944.8208423883231,575.3748534297209,0.6034482758620694,0.12068965517241415,860.3181928335252,254.74548745884064,361.0170374141976,1359.619348252853,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.1,1.1,790.7890913339897,anisotropic_informed,global anisotropic,7,rbf,1.1,0.2
censored sampled,0.17716979499441715,0.26174958160531353,1520.195695818044,999.972914048951,520.222781769093,0.6034482758620694,0.12068965517241415,887.5878604716102,210.76486379784973,502.03535736541204,1364.3212434354418,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.1,1.1,790.7890913339897,anisotropic_informed,global anisotropic,7,rbf,1.1,0.2
oracle true,0.06640971342060573,0.14848400272943185,1520.195695818044,1185.571115195386,334.62458062265796,0.6034482758620694,0.12068965517241415,1185.571115195386,254.18187847241762,687.3746333894476,1683.7675970013245,True,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.1,1.1,790.7890913339897,anisotropic_informed,global anisotropic,7,rbf,1.1,0.2
exact clipped,0.11833764362986127,0.29133090762267533,1520.195695818044,1003.7327956566099,516.462900161434,0.6034482758620694,0.12068965517241415,842.8560887200478,39.20841233647386,766.007600540559,919.7045768995365,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.1,1.1,790.7890913339897,path_aligned_fixed,path-aligned fixed,7,path_aligned,1.1,0.2
discard saturated,0.08930002940605643,0.1855985828834323,1520.195695818044,1308.0017954789932,212.19390033905074,0.6034482758620694,0.12068965517241415,1308.0017954789932,317.9320808986997,684.8549169175418,1931.1486740404448,True,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.1,1.1,790.7890913339897,path_aligned_fixed,path-aligned fixed,7,path_aligned,1.1,0.2
censored Laplace,0.08814496209379444,0.18095141473208723,1520.195695818044,1327.0901676464423,193.1055281716017,0.6034482758620694,0.12068965517241415,1327.0901676464423,238.04157280640143,860.5286849458955,1793.651650346989,True,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.1,1.1,790.7890913339897,path_aligned_fixed,path-aligned fixed,7,path_aligned,1.1,0.2
censored sampled,0.09217353560385291,0.18633059273321947,1520.195695818044,1568.7600705245309,48.56437470648689,0.6034482758620694,0.12068965517241415,1568.7600705245309,266.26884118796636,1044.872890462347,2119.653750993163,True,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.1,1.1,790.7890913339897,path_aligned_fixed,path-aligned fixed,7,path_aligned,1.1,0.2
oracle true,0.06283467139547919,0.12487614142550262,1520.195695818044,1441.045794983856,79.14990083418797,0.6034482758620694,0.12068965517241415,1441.045794983856,39.20841233647386,1364.1973068043671,1517.8942831633449,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.1,1.1,790.7890913339897,path_aligned_fixed,path-aligned fixed,7,path_aligned,1.1,0.2
exact clipped,0.10835692594912083,0.2821897788299143,1520.195695818044,865.0108041448933,655.1848916731507,0.6034482758620694,0.12068965517241415,865.0108041448933,12.66706243368589,840.183361774869,889.8382465149176,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,2.1,2.1,790.7890913339897,path_aligned_tuned,path-aligned tuned,7,path_aligned,2.1,0.45
discard saturated,0.09939530330173933,0.25566016962123095,1520.195695818044,925.9328880741217,594.2628077439223,0.6034482758620694,0.12068965517241415,925.9328880741217,34.734653522227624,857.8529671705555,994.0128089776879,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,2.1,2.1,790.7890913339897,path_aligned_tuned,path-aligned tuned,7,path_aligned,2.1,0.45
censored Laplace,0.08504692203342067,0.2121496730483872,1520.195695818044,1002.3381290670554,517.8575667509886,0.6034482758620694,0.12068965517241415,1002.3381290670554,27.927309864777435,947.6006017320917,1057.0756564020191,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,2.1,2.1,790.7890913339897,path_aligned_tuned,path-aligned tuned,7,path_aligned,2.1,0.45
censored sampled,0.08365680789993292,0.20692175267998814,1520.195695818044,1015.1906534512178,505.00504236682616,0.6034482758620694,0.12068965517241415,1015.1906534512178,29.15750765380929,966.0866500618458,1069.9638935465687,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,2.1,2.1,790.7890913339897,path_aligned_tuned,path-aligned tuned,7,path_aligned,2.1,0.45
oracle true,0.05505000248864186,0.11520809233830308,1520.195695818044,1263.2565479453829,256.9391478726611,0.6034482758620694,0.12068965517241415,1263.2565479453829,12.66706243368589,1238.4291055753586,1288.0839903154072,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,2.1,2.1,790.7890913339897,path_aligned_tuned,path-aligned tuned,7,path_aligned,2.1,0.45
exact clipped,0.11387258874985116,0.2931487744937856,1520.195695818044,848.1614868372802,672.0342089807638,0.6034482758620694,0.12068965517241415,848.1614868372802,15.150229227769325,818.4670375508523,877.8559361237081,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,0.7,0.7,790.7890913339897,isotropic_fixed,isotropic fixed,8,rbf,0.7,
discard saturated,0.12715224121354216,0.3313886278245098,1520.195695818044,827.4207077239029,692.7749880941411,0.6034482758620694,0.12068965517241415,827.4207077239029,34.19618407615382,760.3961869346414,894.4452285131644,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,0.7,0.7,790.7890913339897,isotropic_fixed,isotropic fixed,8,rbf,0.7,
censored Laplace,0.10874619163652648,0.27752094667399324,1520.195695818044,885.4107385563542,634.7849572616898,0.6034482758620694,0.12068965517241415,885.4107385563542,23.456707760159645,839.4355913464412,931.3858857662672,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,0.7,0.7,790.7890913339897,isotropic_fixed,isotropic fixed,8,rbf,0.7,
censored sampled,0.1117899236016611,0.2821551823431256,1520.195695818044,898.5192449167604,621.6764509012836,0.6034482758620694,0.12068965517241415,898.5192449167604,22.975431829883764,852.432753640119,943.8206590055327,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,0.7,0.7,790.7890913339897,isotropic_fixed,isotropic fixed,8,rbf,0.7,
oracle true,0.06519059487598279,0.12431023290290041,1520.195695818044,1259.1113370070875,261.0843588109565,0.6034482758620694,0.12068965517241415,1259.1113370070875,15.150229227769325,1229.4168877206596,1288.8057862935154,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,0.7,0.7,790.7890913339897,isotropic_fixed,isotropic fixed,8,rbf,0.7,
exact clipped,0.11668029637958713,0.30854409265914334,1520.195695818044,825.9918091934763,694.2038866245676,0.6034482758620694,0.12068965517241415,808.8175499914854,254.18187847241762,310.6210681855469,1307.014031797424,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.1,1.1,790.7890913339897,anisotropic_informed,global anisotropic,8,rbf,1.1,0.2
discard saturated,0.13305458549388208,0.35190078019865995,1520.195695818044,907.1617577894743,613.0339380285697,0.6034482758620694,0.12068965517241415,686.9651701228071,258.5565124120982,180.19440579509467,1193.7359344505194,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.1,1.1,790.7890913339897,anisotropic_informed,global anisotropic,8,rbf,1.1,0.2
censored Laplace,0.1065770036349631,0.2775016150134578,1520.195695818044,914.9170996166654,605.2785962013786,0.6034482758620694,0.12068965517241415,859.9551996129421,254.7512917182415,360.6426678451888,1359.2677313806955,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.1,1.1,790.7890913339897,anisotropic_informed,global anisotropic,8,rbf,1.1,0.2
censored sampled,0.20057686621089163,0.2661666394502523,1520.195695818044,958.530363323609,561.665332494435,0.6034482758620694,0.12068965517241415,924.1795834611536,255.27986300603342,486.33241520436536,1453.2066082725933,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.1,1.1,790.7890913339897,anisotropic_informed,global anisotropic,8,rbf,1.1,0.2
oracle true,0.06640971342060573,0.14848400272943185,1520.195695818044,1185.571115195386,334.62458062265796,0.6034482758620694,0.12068965517241415,1185.571115195386,254.18187847241762,687.3746333894476,1683.7675970013245,True,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.1,1.1,790.7890913339897,anisotropic_informed,global anisotropic,8,rbf,1.1,0.2
exact clipped,0.1208034524855676,0.29435514758082953,1520.195695818044,1013.3147762945358,506.88091952350817,0.6034482758620694,0.12068965517241415,843.7989693736148,39.20841233647386,766.950481194126,920.6474575531035,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.1,1.1,790.7890913339897,path_aligned_fixed,path-aligned fixed,8,path_aligned,1.1,0.2
discard saturated,0.0771071411182426,0.1516124894576155,1520.195695818044,1215.280759451662,304.9149363663819,0.6034482758620694,0.12068965517241415,1215.280759451662,318.7467226984565,590.5371829626874,1840.0243359406368,True,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.1,1.1,790.7890913339897,path_aligned_fixed,path-aligned fixed,8,path_aligned,1.1,0.2
censored Laplace,0.09287751913700061,0.19612068148376863,1520.195695818044,1213.537406040867,306.65828977717706,0.6034482758620694,0.12068965517241415,1199.8315357035758,249.64047292043372,710.5362087795257,1689.126862627626,True,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.1,1.1,790.7890913339897,path_aligned_fixed,path-aligned fixed,8,path_aligned,1.1,0.2
censored sampled,0.08582389585356125,0.168672451697103,1520.195695818044,1442.1035927047792,78.09210311326478,0.6034482758620694,0.12068965517241415,1442.1035927047792,260.3939697806131,1010.5467994482219,1949.5759008566474,True,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.1,1.1,790.7890913339897,path_aligned_fixed,path-aligned fixed,8,path_aligned,1.1,0.2
oracle true,0.06283467139547919,0.12487614142550262,1520.195695818044,1441.045794983856,79.14990083418797,0.6034482758620694,0.12068965517241415,1441.045794983856,39.20841233647386,1364.1973068043671,1517.8942831633449,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.1,1.1,790.7890913339897,path_aligned_fixed,path-aligned fixed,8,path_aligned,1.1,0.2
exact clipped,0.11042149034640937,0.28713654296089636,1520.195695818044,859.9718853947692,660.2238104232748,0.6034482758620694,0.12068965517241415,858.7129075289107,14.204019683472072,830.8730289493054,886.552786108516,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.6,1.6,790.7890913339897,path_aligned_tuned,path-aligned tuned,8,path_aligned,1.6,0.45
discard saturated,0.09338630038142097,0.23680949421264444,1520.195695818044,962.401820906662,557.793874911382,0.6034482758620694,0.12068965517241415,962.401820906662,37.865539146243385,888.185364180025,1036.618277633299,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.6,1.6,790.7890913339897,path_aligned_tuned,path-aligned tuned,8,path_aligned,1.6,0.45
censored Laplace,0.0905165298567687,0.2272267486098601,1520.195695818044,979.7324615027112,540.4632343153328,0.6034482758620694,0.12068965517241415,979.7324615027112,31.882207854982862,917.2433341069448,1042.2215888984776,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.6,1.6,790.7890913339897,path_aligned_tuned,path-aligned tuned,8,path_aligned,1.6,0.45
censored sampled,0.09048974043057469,0.22710700196759243,1520.195695818044,980.0023581054244,540.1933377126196,0.6034482758620694,0.12068965517241415,980.0023581054244,28.857159881636157,923.1809200397206,1042.1750504453114,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.6,1.6,790.7890913339897,path_aligned_tuned,path-aligned tuned,8,path_aligned,1.6,0.45
oracle true,0.04973514106132664,0.10330317343839387,1520.195695818044,1316.6437372915884,203.55195852645556,0.6034482758620694,0.12068965517241415,1316.6437372915884,14.204019683472072,1288.8038587119831,1344.4836158711937,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.6,1.6,790.7890913339897,path_aligned_tuned,path-aligned tuned,8,path_aligned,1.6,0.45
exact clipped,0.1120028156654035,0.2890358857888006,1520.195695818044,860.1449258406304,660.0507699774136,0.6034482758620694,0.12068965517241415,860.1449258406304,15.150229227769325,830.4504765542025,889.8393751270584,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,0.7,0.7,790.7890913339897,isotropic_fixed,isotropic fixed,9,rbf,0.7,
discard saturated,0.1641083185603784,0.4329433006776141,1520.195695818044,744.0344129968415,776.1612828212025,0.6034482758620694,0.12068965517241415,569.3478271910752,62.73812879308794,446.3810947566229,692.3145596255276,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,0.7,0.7,790.7890913339897,isotropic_fixed,isotropic fixed,9,rbf,0.7,
censored Laplace,0.10531282710473322,0.2689898066304476,1520.195695818044,914.7720801667324,605.4236156513116,0.6034482758620694,0.12068965517241415,914.7720801667324,27.941373177273643,860.006988739276,969.5371715941887,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,0.7,0.7,790.7890913339897,isotropic_fixed,isotropic fixed,9,rbf,0.7,
censored sampled,0.11402779083731789,0.2906982023520528,1520.195695818044,864.4576428413673,655.7380529766767,0.6034482758620694,0.12068965517241415,864.4576428413673,38.88083140339791,762.1672299100868,914.0318407320696,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,0.7,0.7,790.7890913339897,isotropic_fixed,isotropic fixed,9,rbf,0.7,
oracle true,0.06519059487598279,0.12431023290290041,1520.195695818044,1259.1113370070875,261.0843588109565,0.6034482758620694,0.12068965517241415,1259.1113370070875,15.150229227769325,1229.4168877206596,1288.8057862935154,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,0.7,0.7,790.7890913339897,isotropic_fixed,isotropic fixed,9,rbf,0.7,
exact clipped,0.11573276703471497,0.3058435410717655,1520.195695818044,829.6302520352423,690.5654437828017,0.6034482758620694,0.12068965517241415,806.9971118342313,254.18187847241762,308.8006300282928,1305.1935936401699,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.1,1.1,790.7890913339897,anisotropic_informed,global anisotropic,9,rbf,1.1,0.2
discard saturated,0.1461529458653867,0.3906785203607313,1520.195695818044,768.3523050345824,751.8433907834616,0.6034482758620694,0.12068965517241415,634.652720930333,258.7992685964969,127.40615448119905,1141.8992873794668,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.1,1.1,790.7890913339897,anisotropic_informed,global anisotropic,9,rbf,1.1,0.2
censored Laplace,0.10521459184210258,0.2738817050192666,1520.195695818044,930.3552329823451,589.8404628356989,0.6034482758620694,0.12068965517241415,857.7795436357267,254.76145921632911,358.44708357172163,1357.1120036997318,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.1,1.1,790.7890913339897,anisotropic_informed,global anisotropic,9,rbf,1.1,0.2
censored sampled,0.20780115199307228,0.28388667799982886,1520.195695818044,917.8434244030984,602.3522714149456,0.6034482758620694,0.12068965517241415,880.3909351881487,266.1555191229959,429.40726479920926,1396.7881960416519,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.1,1.1,790.7890913339897,anisotropic_informed,global anisotropic,9,rbf,1.1,0.2
oracle true,0.06640971342060573,0.14848400272943185,1520.195695818044,1185.571115195386,334.62458062265796,0.6034482758620694,0.12068965517241415,1185.571115195386,254.18187847241762,687.3746333894476,1683.7675970013245,True,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.1,1.1,790.7890913339897,anisotropic_informed,global anisotropic,9,rbf,1.1,0.2
exact clipped,0.12199103003409476,0.2954202419177911,1520.195695818044,1031.9516198591577,488.24407595888624,0.6034482758620694,0.12068965517241415,840.7988816964611,39.20841233647386,763.9503935169723,917.6473698759498,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.1,1.1,790.7890913339897,path_aligned_fixed,path-aligned fixed,9,path_aligned,1.1,0.2
discard saturated,0.0939839837839563,0.18936415304927656,1520.195695818044,1270.5824983497891,249.61319746825484,0.6034482758620694,0.12068965517241415,1270.5824983497891,317.9320808986997,647.4356197883377,1893.7293769112407,True,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.1,1.1,790.7890913339897,path_aligned_fixed,path-aligned fixed,9,path_aligned,1.1,0.2
censored Laplace,0.09372059349370852,0.18827333802981522,1520.195695818044,1275.266156853672,244.9295389643719,0.6034482758620694,0.12068965517241415,1275.266156853672,269.528090691185,746.9910990989495,1803.5412146083947,True,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.1,1.1,790.7890913339897,path_aligned_fixed,path-aligned fixed,9,path_aligned,1.1,0.2
censored sampled,0.09679942227547544,0.18977871086793857,1520.195695818044,1497.5069560507043,22.68873976733971,0.6034482758620694,0.12068965517241415,1497.5069560507043,223.33692885658078,1114.272053858364,1945.5715359787962,True,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.1,1.1,790.7890913339897,path_aligned_fixed,path-aligned fixed,9,path_aligned,1.1,0.2
oracle true,0.06283467139547919,0.12487614142550262,1520.195695818044,1441.045794983856,79.14990083418797,0.6034482758620694,0.12068965517241415,1441.045794983856,39.20841233647386,1364.1973068043671,1517.8942831633449,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,1.1,1.1,790.7890913339897,path_aligned_fixed,path-aligned fixed,9,path_aligned,1.1,0.2
exact clipped,0.1088178636025928,0.28250336287987254,1520.195695818044,866.0866935022226,654.1090023158214,0.6034482758620694,0.12068965517241415,866.0866935022226,12.66706243368589,841.2592511321983,890.9141358722469,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,2.1,2.1,790.7890913339897,path_aligned_tuned,path-aligned tuned,9,path_aligned,2.1,0.45
discard saturated,0.1036918901692393,0.26646584467679973,1520.195695818044,910.66084478751,609.534851030534,0.6034482758620694,0.12068965517241415,910.66084478751,34.734653522227624,842.5809238839438,978.7407656910761,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,2.1,2.1,790.7890913339897,path_aligned_tuned,path-aligned tuned,9,path_aligned,2.1,0.45
censored Laplace,0.0864016261547136,0.2152328085258308,1520.195695818044,997.7446404386546,522.4510553793893,0.6034482758620694,0.12068965517241415,997.7446404386546,28.40441561880834,942.0719858257903,1053.417295051519,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,2.1,2.1,790.7890913339897,path_aligned_tuned,path-aligned tuned,9,path_aligned,2.1,0.45
censored sampled,0.08590808794373904,0.2121491393871772,1520.195695818044,1006.2049784395562,513.9907173784878,0.6034482758620694,0.12068965517241415,1006.2049784395562,32.86363018905106,941.8349438341093,1063.3011217254955,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,2.1,2.1,790.7890913339897,path_aligned_tuned,path-aligned tuned,9,path_aligned,2.1,0.45
oracle true,0.05505000248864186,0.11520809233830308,1520.195695818044,1263.2565479453829,256.9391478726611,0.6034482758620694,0.12068965517241415,1263.2565479453829,12.66706243368589,1238.4291055753586,1288.0839903154072,False,laser_path,moving-laser path,17,289,8,0.02768166089965398,2.1,2.1,790.7890913339897,path_aligned_tuned,path-aligned tuned,9,path_aligned,2.1,0.45
