region,n_pixels,rmse_K,mae_K,signed_error_K,posterior_sd_K,coverage_95,interval_width_95_K,positive_sd_fraction,zero_sd_nonzero_error_fraction,mean_z,rms_z,mean_abs_error_over_sd,median_abs_error_over_sd,fraction_abs_z_gt_1_96,crps_K,trajectory,family,run_index,role,model,state_representation,propagation,gamma_mode,region_basis,stage
current_top_1pct,26,4.105252251044933,2.7109132464126797,-2.7109132464126797,0.96395370716442,0.5384615384615384,3.692902951501275,1.0,0.0,2.864793568248701,4.431490859978803,2.864793568248701,1.6290716409105364,0.4230769230769231,2.2768051640977047,HorizontalScanPath_1,Horizontal,1,evaluation,coherent latent previous state | moment-matched | fixed gamma,coherent latent previous state,moment-matched,fixed gamma,current-frame truth,current forecast before Y_n
overall,2501,0.5413564815257371,0.2684874492232515,0.0034908088224352976,2.5932642035085074,0.995201919232307,9.902253041098911,1.0,0.0,0.0005519123405585958,0.5107492997112797,0.1509900370925605,0.0690462141543123,0.005197920831667333,0.6515322476052755,HorizontalScanPath_1,Horizontal,1,evaluation,coherent latent previous state | moment-matched | fixed gamma,coherent latent previous state,moment-matched,fixed gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,2.489656595127833,1.3989847871886743,-0.5896522509940803,0.9367851902488488,0.8421052631578947,3.553085322253899,1.0,0.0,0.6923656473671255,2.7325324633987473,1.5029399834803723,0.9142917353619814,0.17105263157894737,1.1135483287078751,HorizontalScanPath_1,Horizontal,1,evaluation,coherent latent previous state | moment-matched | fixed gamma,coherent latent previous state,moment-matched,fixed gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,4.053017604899363,2.6444126282118727,-2.6444126282118727,0.9321723614053593,0.5384615384615384,3.5061806829779525,1.0,0.0,2.8768753853084457,4.481159116297713,2.8768753853084457,1.6553035443848971,0.46153846153846156,2.2624051511766883,HorizontalScanPath_1,Horizontal,1,evaluation,coherent latent previous state | moment-matched | fixed gamma,coherent latent previous state,moment-matched,fixed gamma,current-frame truth,current posterior after Y_n
overall,2501,0.49045047996725166,0.12629432280579442,0.0175576433205534,0.7159318740849122,0.9856057576969213,2.733135699154833,1.0,0.0,-0.024524181638085583,0.6850518851310179,0.17640550362032834,0.01922804812899317,0.011195521791283487,0.21881096854266763,HorizontalScanPath_1,Horizontal,1,evaluation,coherent latent previous state | mean-only | development-recalibrated gamma,coherent latent previous state,mean-only,development-recalibrated gamma,current-frame truth,current forecast before Y_n
above_camera_ceiling,76,2.532335220544241,1.4064710607289261,-0.6384243341873516,0.715931874084912,0.6973684210526315,2.696052167140017,1.0,0.0,0.89173894513828,3.5371175836821265,1.964531978027442,1.1884568556519688,0.25,1.1614685915221798,HorizontalScanPath_1,Horizontal,1,evaluation,coherent latent previous state | mean-only | development-recalibrated gamma,coherent latent previous state,mean-only,development-recalibrated gamma,current-frame truth,current forecast before Y_n
current_top_1pct,26,4.141120382769543,2.728415949424577,-2.728415949424577,0.7159318740849122,0.46153846153846156,2.740687256614975,1.0,0.0,3.8109994095625037,5.7842380436862495,3.8109994095625037,2.085029896687214,0.5,2.3742004920373523,HorizontalScanPath_1,Horizontal,1,evaluation,coherent latent previous state | mean-only | development-recalibrated gamma,coherent latent previous state,mean-only,development-recalibrated gamma,current-frame truth,current forecast before Y_n
overall,2501,0.4923384374222695,0.14344180404183735,-0.0010153206385431534,0.6575144304628701,0.9828068772491003,2.510256252969198,1.0,0.0,-0.003478067231361242,0.7107190627945893,0.22210674819124232,0.06721698753230887,0.013994402239104359,0.20865898249302317,HorizontalScanPath_1,Horizontal,1,evaluation,coherent latent previous state | mean-only | development-recalibrated gamma,coherent latent previous state,mean-only,development-recalibrated gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,2.525180153283238,1.397863477620784,-0.640830001897814,0.6910032907736497,0.6578947368421053,2.617993313895828,1.0,0.0,0.9194186896489891,3.5784919367143515,2.001396855880347,1.2272232872041893,0.27631578947368424,1.1564156284259102,HorizontalScanPath_1,Horizontal,1,evaluation,coherent latent previous state | mean-only | development-recalibrated gamma,coherent latent previous state,mean-only,development-recalibrated gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,4.130678308988931,2.7123495322864812,-2.7123495322864812,0.6958894834989225,0.38461538461538464,2.615470626316953,1.0,0.0,3.8683008791470668,5.848355490170096,3.8683008791470668,2.166309091174049,0.5384615384615384,2.3878963175210934,HorizontalScanPath_1,Horizontal,1,evaluation,coherent latent previous state | mean-only | development-recalibrated gamma,coherent latent previous state,mean-only,development-recalibrated gamma,current-frame truth,current posterior after Y_n
