region,n_pixels,rmse_K,mae_K,signed_error_K,posterior_sd_K,coverage_95,interval_width_95_K,positive_sd_fraction,zero_sd_nonzero_error_fraction,mean_z,rms_z,mean_abs_error_over_sd,median_abs_error_over_sd,fraction_abs_z_gt_1_96,crps_K,trajectory,family,run_index,role,model,state_representation,propagation,gamma_mode,region_basis,stage
above_camera_ceiling,76,2.4457488910263776,1.5728479380108458,-0.22486152625148972,0.9527466312897684,0.7368421052631579,3.6466692395860942,1.0,0.0,0.14007336048770627,2.4384446241274023,1.6204458716892425,0.9194340558487295,0.27631578947368424,1.2627051870721022,SpiralScanPath_10,Spiral,10,evaluation,hybrid previous state | moment-matched | development-recalibrated gamma,hybrid previous state,moment-matched,development-recalibrated gamma,current-frame truth,current forecast before Y_n
current_top_1pct,26,3.9438877833928623,3.077829786299984,-2.0005284626954256,1.060557028784804,0.4230769230769231,3.956607083888665,1.0,0.0,1.9096197699740807,3.8589378333248856,3.0246599711726057,2.1747034274194927,0.6153846153846154,2.6049250756862063,SpiralScanPath_10,Spiral,10,evaluation,hybrid previous state | moment-matched | development-recalibrated gamma,hybrid previous state,moment-matched,development-recalibrated gamma,current-frame truth,current forecast before Y_n
overall,2501,0.47464724690054655,0.1881437980644598,0.055404361623752695,0.664483216640537,0.989204318272691,2.542543865289037,1.0,0.0,-0.08748915864482827,0.5681566743674715,0.2717668949235738,0.15550721116893704,0.010395841663334666,0.2132833985815196,SpiralScanPath_10,Spiral,10,evaluation,hybrid previous state | moment-matched | development-recalibrated gamma,hybrid previous state,moment-matched,development-recalibrated gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,2.4238939029138726,1.5620405127699841,-0.17327563984712482,0.8514805829873862,0.6973684210526315,3.277730547952407,1.0,0.0,0.09592061035787955,2.661661438053781,1.7782373164706033,1.1293822973167513,0.3157894736842105,1.2605813639380579,SpiralScanPath_10,Spiral,10,evaluation,hybrid previous state | moment-matched | development-recalibrated gamma,hybrid previous state,moment-matched,development-recalibrated gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,3.893001998678446,3.0267508626568653,-1.9036085214574536,0.9423088538603268,0.34615384615384615,3.6501447050382865,1.0,0.0,2.010149221290823,4.1942578602316685,3.2840757451828613,2.2751418631666374,0.6538461538461539,2.5857393574268412,SpiralScanPath_10,Spiral,10,evaluation,hybrid previous state | moment-matched | development-recalibrated gamma,hybrid previous state,moment-matched,development-recalibrated gamma,current-frame truth,current posterior after Y_n
overall,2501,0.6023282131951535,0.21890508702714537,-0.05147011095721441,0.7159318740849122,0.953218712514994,2.7395698855983683,1.0,0.0,0.07189247024795807,0.8413205711298098,0.30576245443317474,0.04119922668721991,0.04358256697321072,0.27625923664924973,SpiralScanPath_10,Spiral,10,evaluation,coherent latent previous state | mean-only | fixed gamma,coherent latent previous state,mean-only,fixed gamma,current-frame truth,current forecast before Y_n
above_camera_ceiling,76,2.465116971708921,1.6159178514831445,-0.13601873468023784,0.715931874084912,0.6578947368421053,2.753635612244377,1.0,0.0,0.1899883768327732,3.4432284145188774,2.2570832644496712,1.3318116585405515,0.34210526315789475,1.3327855550988619,SpiralScanPath_10,Spiral,10,evaluation,coherent latent previous state | mean-only | fixed gamma,coherent latent previous state,mean-only,fixed gamma,current-frame truth,current forecast before Y_n
current_top_1pct,26,3.957118302906617,3.0800343475605416,-1.948950233129396,0.7159318740849122,0.2692307692307692,2.6828400697527637,1.0,0.0,2.7222565493686113,5.527227444600808,4.302133288167078,2.8634048354633115,0.7307692307692307,2.7147248564046373,SpiralScanPath_10,Spiral,10,evaluation,coherent latent previous state | mean-only | fixed gamma,coherent latent previous state,mean-only,fixed gamma,current-frame truth,current forecast before Y_n
overall,2501,0.5999552957243602,0.22755250777423308,-0.06492241562855923,0.6584848250409084,0.9540183926429429,2.5191492494298364,1.0,0.0,0.09110012542989467,0.8679058650819506,0.3431512734793932,0.0779353926431141,0.046781287485006,0.26504447732287295,SpiralScanPath_10,Spiral,10,evaluation,coherent latent previous state | mean-only | fixed gamma,coherent latent previous state,mean-only,fixed gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,2.4643674457108005,1.6087923495668832,-0.13428530049095705,0.692470458689605,0.6052631578947368,2.6454278530679725,1.0,0.0,0.1633288235650594,3.5025747102855957,2.3053640641937085,1.3732789806660395,0.3815789473684211,1.3358075945417778,SpiralScanPath_10,Spiral,10,evaluation,coherent latent previous state | mean-only | fixed gamma,coherent latent previous state,mean-only,fixed gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,3.9563158545499273,3.080224295814962,-1.9371150867849827,0.703881048534903,0.2692307692307692,2.674756902059482,1.0,0.0,2.7324794311140503,5.6052587107057255,4.373347291696435,2.8776623458066797,0.7307692307692307,2.7208680502611213,SpiralScanPath_10,Spiral,10,evaluation,coherent latent previous state | mean-only | fixed gamma,coherent latent previous state,mean-only,fixed gamma,current-frame truth,current posterior after Y_n
overall,2501,0.6023282131951535,0.21890508702714537,-0.05147011095721441,2.643973938315067,0.9920031987205118,10.116221164620281,1.0,0.0,0.009567182971284621,0.4595649879327748,0.12221043849156758,0.009901906092507575,0.007197121151539384,0.677118150723882,SpiralScanPath_10,Spiral,10,evaluation,coherent latent previous state | moment-matched | fixed gamma,coherent latent previous state,moment-matched,fixed gamma,current-frame truth,current forecast before Y_n
above_camera_ceiling,76,2.465116971708921,1.6159178514831445,-0.13601873468023784,1.1012747976665072,0.75,4.215110789647759,1.0,0.0,0.14294936623729934,2.3817200120977113,1.5229996337454503,0.8360754482157162,0.23684210526315788,1.2748401828737146,SpiralScanPath_10,Spiral,10,evaluation,coherent latent previous state | moment-matched | fixed gamma,coherent latent previous state,moment-matched,fixed gamma,current-frame truth,current forecast before Y_n
current_top_1pct,26,3.957118302906617,3.0800343475605416,-1.948950233129396,1.163890051874326,0.4230769230769231,4.337483637604681,1.0,0.0,1.8524436730115919,3.8457562418110305,2.9373311209902964,2.169399783196171,0.5769230769230769,2.601626636682423,SpiralScanPath_10,Spiral,10,evaluation,coherent latent previous state | moment-matched | fixed gamma,coherent latent previous state,moment-matched,fixed gamma,current-frame truth,current forecast before Y_n
overall,2501,0.6859917078418227,0.4078509651327202,-0.09610321726946092,2.0308673093780034,0.9916033586565374,7.767555666253939,1.0,0.0,0.032774260757415116,0.5716765008908851,0.24571750008255783,0.1328918721988393,0.008396641343462616,0.5615770599436183,SpiralScanPath_10,Spiral,10,evaluation,coherent latent previous state | moment-matched | fixed gamma,coherent latent previous state,moment-matched,fixed gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,2.434459196098015,1.5866815026156915,-0.10334752217224637,0.9008077878194991,0.75,3.426520120871784,1.0,0.0,0.13383150409032965,2.787122087367764,1.7980165260958059,1.0438635737373492,0.25,1.2754748101682862,SpiralScanPath_10,Spiral,10,evaluation,coherent latent previous state | moment-matched | fixed gamma,coherent latent previous state,moment-matched,fixed gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,3.907180030412188,3.0272699301950774,-1.8785922876655679,0.9348428652189327,0.4230769230769231,3.567277302909529,1.0,0.0,2.1671295861804833,4.483370728179637,3.4448321336431538,2.410443563614326,0.5769230769230769,2.610973827550973,SpiralScanPath_10,Spiral,10,evaluation,coherent latent previous state | moment-matched | fixed gamma,coherent latent previous state,moment-matched,fixed gamma,current-frame truth,current posterior after Y_n
overall,2501,0.6004280317502335,0.21876199295804988,-0.0521950989335526,0.7159318740849122,0.953218712514994,2.7395698855983683,1.0,0.0,0.07290511963902598,0.8386664338945473,0.3055625833640477,0.04119922668721991,0.04358256697321072,0.27611595895780244,SpiralScanPath_10,Spiral,10,evaluation,coherent latent previous state | mean-only | development-recalibrated gamma,coherent latent previous state,mean-only,development-recalibrated gamma,current-frame truth,current forecast before Y_n
above_camera_ceiling,76,2.450126502903495,1.6116549751973903,-0.15943051441354553,0.715931874084912,0.6578947368421053,2.753635612244377,1.0,0.0,0.2226895046645688,3.4222900133273026,2.251128960080693,1.3344021272204125,0.34210526315789475,1.3285166361880827,SpiralScanPath_10,Spiral,10,evaluation,coherent latent previous state | mean-only | development-recalibrated gamma,coherent latent previous state,mean-only,development-recalibrated gamma,current-frame truth,current forecast before Y_n
current_top_1pct,26,3.9306688435913593,3.070805973637553,-2.0141523248221564,0.7159318740849122,0.2692307692307692,2.6828400697527637,1.0,0.0,2.813329588651993,5.490283343810402,4.289243271313471,2.8634048354633115,0.7307692307692307,2.7049716742945664,SpiralScanPath_10,Spiral,10,evaluation,coherent latent previous state | mean-only | development-recalibrated gamma,coherent latent previous state,mean-only,development-recalibrated gamma,current-frame truth,current forecast before Y_n
overall,2501,0.5980648238793929,0.22740941370513756,-0.06564740360489751,0.6584848250409084,0.9544182327069173,2.5191492494298364,1.0,0.0,0.09214570847491632,0.8650184194540762,0.34293040370651906,0.0779353926431141,0.046781287485006,0.2648978668240067,SpiralScanPath_10,Spiral,10,evaluation,coherent latent previous state | mean-only | development-recalibrated gamma,coherent latent previous state,mean-only,development-recalibrated gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,2.4495084896729744,1.6045294732811284,-0.15769708022426698,0.692470458689605,0.618421052631579,2.6454278530679725,1.0,0.0,0.19710327708672618,3.4794287356013145,2.2987291882199457,1.3732789806660395,0.3815789473684211,1.331424043863304,SpiralScanPath_10,Spiral,10,evaluation,coherent latent previous state | mean-only | development-recalibrated gamma,coherent latent previous state,mean-only,development-recalibrated gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,3.930059043222813,3.070995921891971,-2.00231717847775,0.703881048534903,0.2692307692307692,2.674756902059482,1.0,0.0,2.8257860385413505,5.564591609447527,4.359371757101471,2.8776623458066797,0.7307692307692307,2.7109399025923864,SpiralScanPath_10,Spiral,10,evaluation,coherent latent previous state | mean-only | development-recalibrated gamma,coherent latent previous state,mean-only,development-recalibrated gamma,current-frame truth,current posterior after Y_n
overall,2501,0.6004280317502335,0.21876199295804988,-0.0521950989335526,2.643973938315067,0.9920031987205118,10.116221164620281,1.0,0.0,0.010269666993281674,0.4552345437191362,0.12199452926213145,0.009901906092507575,0.007197121151539384,0.6769669773662242,SpiralScanPath_10,Spiral,10,evaluation,coherent latent previous state | moment-matched | development-recalibrated gamma,coherent latent previous state,moment-matched,development-recalibrated gamma,current-frame truth,current forecast before Y_n
above_camera_ceiling,76,2.450126502903495,1.6116549751973903,-0.15943051441354553,1.1012747976665072,0.75,4.215110789647759,1.0,0.0,0.1656655038909073,2.3544556707922437,1.5162956481470378,0.8360754482157162,0.23684210526315788,1.2702418737009153,SpiralScanPath_10,Spiral,10,evaluation,coherent latent previous state | moment-matched | development-recalibrated gamma,coherent latent previous state,moment-matched,development-recalibrated gamma,current-frame truth,current forecast before Y_n
current_top_1pct,26,3.9306688435913593,3.070805973637553,-2.0141523248221564,1.163890051874326,0.4230769230769231,4.337483637604681,1.0,0.0,1.915187331352071,3.7975069065101192,2.9213922148111586,2.169399783196171,0.5769230769230769,2.590647979423081,SpiralScanPath_10,Spiral,10,evaluation,coherent latent previous state | moment-matched | development-recalibrated gamma,coherent latent previous state,moment-matched,development-recalibrated gamma,current-frame truth,current forecast before Y_n
overall,2501,0.6843027769498324,0.40770787106362466,-0.0968282052457991,2.0308673093780034,0.9916033586565374,7.767555666253939,1.0,0.0,0.033605148834568416,0.5677157662411125,0.24549975224800416,0.1328918721988393,0.008396641343462616,0.5614313653503769,SpiralScanPath_10,Spiral,10,evaluation,coherent latent previous state | moment-matched | development-recalibrated gamma,coherent latent previous state,moment-matched,development-recalibrated gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,2.4191014843222725,1.5824186263299358,-0.12675930190555407,0.9008077878194991,0.75,3.426520120871784,1.0,0.0,0.16071071889220526,2.7606687138781107,1.7913144658563223,1.0438635737373492,0.25,1.2710966195558404,SpiralScanPath_10,Spiral,10,evaluation,coherent latent previous state | moment-matched | development-recalibrated gamma,coherent latent previous state,moment-matched,development-recalibrated gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,3.8801052242980205,3.018041556272084,-1.9437943793583286,0.9348428652189327,0.4230769230769231,3.567277302909529,1.0,0.0,2.2415274627496946,4.436592194182077,3.429413631948625,2.410443563614326,0.5769230769230769,2.6006561190910022,SpiralScanPath_10,Spiral,10,evaluation,coherent latent previous state | moment-matched | development-recalibrated gamma,coherent latent previous state,moment-matched,development-recalibrated gamma,current-frame truth,current posterior after Y_n
overall,2501,0.7390481730167381,0.03225247695239064,0.02858747324721824,0.7159318740849122,0.9972011195521792,2.739569885598369,1.0,0.0,-0.03993043791178888,1.0322884058785238,0.04504964525237128,5.729520006235928e-05,0.0027988804478208716,0.1927565660400006,SpiralScanPath_10,Spiral,10,evaluation,strict oracle | exact previous state | fixed gamma,true previous state,exact state; innovation only,fixed gamma,current-frame truth,current forecast before Y_n
