region,n_pixels,rmse_K,mae_K,signed_error_K,posterior_sd_K,coverage_95,interval_width_95_K,positive_sd_fraction,zero_sd_nonzero_error_fraction,mean_z,rms_z,mean_abs_error_over_sd,median_abs_error_over_sd,fraction_abs_z_gt_1_96,crps_K,trajectory,family,run_index,role,state_representation,stage,region_basis
saturated,80,5.368538606838664,2.3340915269788938,-1.0380009985845575,0.6232455779196261,0.5375,2.1835454286113047,1.0,0.0,2.3077630248282226,11.39225408368738,4.3957167970183315,1.6539971398396083,0.4125,2.0507056300405986,SpiralScanPath_4,Spiral,4,evaluation,hybrid previous state,previous posterior,previous-frame truth
previous_top_1pct,26,9.287567938163642,5.145018634304406,-5.0256771328273455,0.587678545834386,0.3076923076923077,2.086383515327797,1.0,0.0,10.032661484271639,19.816181529347528,10.19423065132504,5.47823703928807,0.6923076923076923,4.898666153895915,SpiralScanPath_4,Spiral,4,evaluation,hybrid previous state,previous posterior,previous-frame truth
overall,2501,1.0174214153669003,0.3091594980900966,-0.04590423622044887,2.8177453701992943,0.9824070371851259,10.793355366662478,1.0,0.0,0.07335000570955531,2.073381347849731,0.25946828198318816,0.06584251367378094,0.015193922431027589,0.7359740561081867,SpiralScanPath_4,Spiral,4,evaluation,coherent latent previous state,previous posterior,previous-frame truth
unsaturated,2421,0.34101351219483494,0.24217090100099323,-0.013152803078973199,2.8902334125776252,0.9975216852540273,11.077468385387832,1.0,0.0,-0.0006797420981729945,0.26023872915198915,0.12207992266720934,0.06360439646515284,0.0024783147459727386,0.6924722097077658,SpiralScanPath_4,Spiral,4,evaluation,coherent latent previous state,previous posterior,previous-frame truth
saturated,80,5.370477604145451,2.336401917499085,-1.0370444816643563,0.6240759877250511,0.525,2.1953851374864763,1.0,0.0,2.313675248740933,11.504137389087907,4.417183505782996,1.6558247225412872,0.4,2.0524486828009243,SpiralScanPath_4,Spiral,4,evaluation,coherent latent previous state,previous posterior,previous-frame truth
previous_top_1pct,26,9.289866451456422,5.144983063189368,-5.024176705595664,0.5887760014377655,0.34615384615384615,2.0980410091442163,1.0,0.0,10.068192086891369,20.0094517605235,10.234958524270176,5.583424980433525,0.6923076923076923,4.8984797485406695,SpiralScanPath_4,Spiral,4,evaluation,coherent latent previous state,previous posterior,previous-frame truth
overall,2501,0.9885656046373706,0.2551391810711962,-0.03520376180755039,0.027111791096520135,0.023590563774490203,0.091213116496873,0.03358656537385046,0.9664134346261496,1.1135258076726278,7.254141301647668,2.4150680529386412,1.0904911907607526,0.2261904761904762,0.24517492456019288,SpiralScanPath_5,Spiral,5,evaluation,hybrid previous state,previous posterior,previous-frame truth
unsaturated,2417,0.24893126459092857,0.19623456899984137,-0.0013403584448830944,6.95744873556721e-13,0.0,0.0,0.0,1.0,,,,,,0.1962345689998399,SpiralScanPath_5,Spiral,5,evaluation,hybrid previous state,previous posterior,previous-frame truth
saturated,84,5.226259764618206,1.9500492688862512,-1.00958287999287,0.807221303937086,0.7023809523809523,2.7157619566509448,1.0,0.0,1.1135258076726278,7.254141301647668,2.4150680529386412,1.0904911907607526,0.2261904761904762,1.6533753934813031,SpiralScanPath_5,Spiral,5,evaluation,hybrid previous state,previous posterior,previous-frame truth
previous_top_1pct,26,9.296462985119467,4.694470924460798,-4.694470924460798,1.0165202661462527,0.5,3.2811718114570194,1.0,0.0,5.549810700997261,12.91319165117467,5.549810700997261,2.077284911166009,0.5384615384615384,4.278676682196508,SpiralScanPath_5,Spiral,5,evaluation,hybrid previous state,previous posterior,previous-frame truth
overall,2501,1.019206512363228,0.29879493837491045,-0.051529519313392086,2.8406907531739547,0.98640543782487,10.871057648715334,1.0,0.0,0.03837901837697861,1.3357242735710793,0.19555018247006525,0.0632603126224198,0.010795681727309077,0.7275543928435102,SpiralScanPath_5,Spiral,5,evaluation,coherent latent previous state,previous posterior,previous-frame truth
unsaturated,2417,0.35508965989043945,0.2414540325510128,-0.018188466380714294,2.911571616048796,0.9966901117087298,11.155463093394417,1.0,0.0,0.0020672842154382865,0.2517712774445771,0.11836165048239246,0.06008010204535481,0.0024824162184526274,0.6953555108517478,SpiralScanPath_5,Spiral,5,evaluation,coherent latent previous state,previous posterior,previous-frame truth
saturated,84,5.224982640601925,1.9487112404744413,-1.0108786257215139,0.8011783059299998,0.6904761904761905,2.6876295559850156,1.0,0.0,1.0832059406203467,7.162212202235437,2.416558299305842,1.0735630963013951,0.25,1.6540388901541003,SpiralScanPath_5,Spiral,5,evaluation,coherent latent previous state,previous posterior,previous-frame truth
previous_top_1pct,26,9.294644816450989,4.696341251980405,-4.696341251980405,1.018078514634764,0.5,3.2627701951785664,1.0,0.0,5.503797814291341,12.739306028077058,5.503797814291341,1.9646524806334207,0.5,4.277739517781229,SpiralScanPath_5,Spiral,5,evaluation,coherent latent previous state,previous posterior,previous-frame truth
overall,2501,0.9866609991532614,0.258024219048808,-0.054953263254604715,0.017647074413120308,0.021191523390643743,0.06281615171447004,0.032387045181927226,0.9676129548180727,2.845520314127407,10.422352451399155,3.9996016117652347,1.1701682057635383,0.3333333333333333,0.25178470651550294,SpiralScanPath_6,Spiral,6,evaluation,hybrid previous state,previous posterior,previous-frame truth
unsaturated,2420,0.2490830117253587,0.19852830681320022,-0.0076764044264389765,6.939166439172265e-13,0.0,0.0,0.0,1.0,,,,,,0.1985283068131972,SpiralScanPath_6,Spiral,6,evaluation,hybrid previous state,previous posterior,previous-frame truth
saturated,81,5.310809892626881,2.0355564117669664,-1.4674223788615317,0.544880655623884,0.654320987654321,1.9395456226899945,1.0,0.0,2.845520314127407,10.422352451399155,3.9996016117652347,1.1701682057635383,0.3333333333333333,1.8429018334238976,SpiralScanPath_6,Spiral,6,evaluation,hybrid previous state,previous posterior,previous-frame truth
previous_top_1pct,26,9.330993721716695,5.281989644274924,-5.279820542462478,0.5927543852445085,0.19230769230769232,2.0846098595472253,1.0,0.0,10.29069481386311,18.300588718251767,10.292622523356545,6.089052936813955,0.8076923076923077,5.001463057419103,SpiralScanPath_6,Spiral,6,evaluation,hybrid previous state,previous posterior,previous-frame truth
overall,2501,1.0425401502203566,0.3367171938402166,-0.11832986810664471,2.8476074482591462,0.9852059176329468,10.902144408443062,1.0,0.0,0.1113095002817887,1.891508125901828,0.25873493955904603,0.07043159161953831,0.012794882047181128,0.7439700579145334,SpiralScanPath_6,Spiral,6,evaluation,coherent latent previous state,previous posterior,previous-frame truth
unsaturated,2420,0.4240330475396627,0.2799226853244056,-0.07325773698420492,2.924738342971666,0.9962809917355372,11.201808721982987,1.0,0.0,0.01987724870175453,0.2785262983558589,0.1337563191784299,0.06794589312387793,0.002066115702479339,0.7072539443929914,SpiralScanPath_6,Spiral,6,evaluation,coherent latent previous state,previous posterior,previous-frame truth
saturated,81,5.309188471776681,2.0335407815965465,-1.4649293411474384,0.5432029395641269,0.654320987654321,1.9492105965094872,1.0,0.0,2.8429891153889826,10.399637448329505,3.9926640916712803,1.163724308403157,0.3333333333333333,1.8409206100396163,SpiralScanPath_6,Spiral,6,evaluation,coherent latent previous state,previous posterior,previous-frame truth
previous_top_1pct,26,9.328444465677698,5.279953211605669,-5.277705186730377,0.5882215426474385,0.19230769230769232,2.081765955023732,1.0,0.0,10.296583063786812,18.26331900806506,10.29858881025775,5.569168604618856,0.8076923076923077,4.999149847334933,SpiralScanPath_6,Spiral,6,evaluation,coherent latent previous state,previous posterior,previous-frame truth
overall,2501,0.9661876225436686,0.259462248033094,-0.05515529375161596,0.013020808954295764,0.01919232307077169,0.04810529142401444,0.03158736505397841,0.9684126349460216,4.263430924316774,12.578271935614687,5.253419129562191,1.4247182838578878,0.379746835443038,0.2538271387389813,SpiralScanPath_7,Spiral,7,evaluation,hybrid previous state,previous posterior,previous-frame truth
unsaturated,2422,0.24752103226698613,0.1987663415573958,-4.2284714713276555e-05,6.907077030220304e-13,0.0,0.0,0.0,1.0,,,,,,0.19876634155738754,SpiralScanPath_7,Spiral,7,evaluation,hybrid previous state,previous posterior,previous-frame truth
saturated,79,5.260723790828186,2.1202911782120935,-1.7448224821994425,0.4122157366205167,0.6075949367088608,1.522928276600761,1.0,0.0,4.263430924316774,12.578271935614687,5.253419129562191,1.4247182838578878,0.379746835443038,1.941893604230374,SpiralScanPath_7,Spiral,7,evaluation,hybrid previous state,previous posterior,previous-frame truth
previous_top_1pct,26,9.14126404794124,5.53207354305138,-5.53207354305138,0.45437031923891485,0.11538461538461539,1.677608683326534,1.0,0.0,13.533086519288409,21.832993067865722,13.533086519288409,5.72298374888725,0.9230769230769231,5.283342992412203,SpiralScanPath_7,Spiral,7,evaluation,hybrid previous state,previous posterior,previous-frame truth
overall,2501,1.0043490567367048,0.32141897227229177,-0.08578866576120912,2.837924164576012,0.984406237504998,10.855654306742375,1.0,0.0,0.13412934822199488,2.1683921143801577,0.28319172916222496,0.0702709671859304,0.015193922431027589,0.7394029946957807,SpiralScanPath_7,Spiral,7,evaluation,coherent latent previous state,previous posterior,previous-frame truth
unsaturated,2422,0.3739243751179509,0.2626704213689861,-0.031735191964735975,2.9171049080622455,0.9966969446738233,11.159513779795365,1.0,0.0,0.0018580589101158532,0.2511592825928869,0.12319631441660729,0.06765526112735107,0.002890173410404624,0.700200522423626,SpiralScanPath_7,Spiral,7,evaluation,coherent latent previous state,previous posterior,previous-frame truth
saturated,79,5.2580963572490464,2.122545431611613,-1.742972381394854,0.41038288959301483,0.6075949367088608,1.5398613480798014,1.0,0.0,4.189332673707702,12.121082523821267,5.188367609084833,1.4548127724989302,0.3924050632911392,1.9412813218243736,SpiralScanPath_7,Spiral,7,evaluation,coherent latent previous state,previous posterior,previous-frame truth
previous_top_1pct,26,9.136125001637744,5.525621927741285,-5.525621927741285,0.451918645544333,0.11538461538461539,1.685858811434468,1.0,0.0,13.29092720995305,21.03189598952246,13.29092720995305,5.7915287924066945,0.9230769230769231,5.278304523633706,SpiralScanPath_7,Spiral,7,evaluation,coherent latent previous state,previous posterior,previous-frame truth
overall,2501,1.0203807981546555,0.26512102903055285,-0.05218036468849399,0.012234675175682313,0.01639344262295082,0.04575702055249265,0.03318672530987605,0.9668132746901239,5.218370431078455,17.815296132205237,6.271536385623986,1.6707542236158814,0.43373493975903615,0.25998943392205565,SpiralScanPath_8,Spiral,8,evaluation,hybrid previous state,previous posterior,previous-frame truth
unsaturated,2418,0.2516685271933456,0.2021848590811197,0.004608823310302806,6.97979557922183e-13,0.0,0.0,0.0,1.0,,,,,,0.20218485908111505,SpiralScanPath_8,Spiral,8,evaluation,hybrid previous state,previous posterior,previous-frame truth
saturated,83,5.433979026517469,2.098610895750184,-1.7065930945811525,0.36866171822522587,0.4939759036144578,1.3787748000214954,1.0,0.0,5.218370431078455,17.815296132205237,6.271536385623986,1.6707542236158814,0.43373493975903615,1.943982951577409,SpiralScanPath_8,Spiral,8,evaluation,hybrid previous state,previous posterior,previous-frame truth
previous_top_1pct,26,9.671693824813065,5.67674481670039,-5.67674481670039,0.4031635392188646,0.07692307692307693,1.4946455125662312,1.0,0.0,16.953267760123577,31.71940630432821,16.953267760123577,8.856829882653305,0.8461538461538461,5.453941812313908,SpiralScanPath_8,Spiral,8,evaluation,hybrid previous state,previous posterior,previous-frame truth
overall,2501,1.0657002129463193,0.32720431936266514,-0.11365705495861929,2.821177495325212,0.9812075169932027,10.779691574237182,1.0,0.0,0.18011870605784472,3.1847483006425974,0.33065585491211946,0.06830608383701903,0.01719312275089964,0.743917551405537,SpiralScanPath_8,Spiral,8,evaluation,coherent latent previous state,previous posterior,previous-frame truth
unsaturated,2418,0.40458272882530344,0.266375110761514,-0.05907624746031394,2.9052951443529493,0.9971050454921423,11.102269439990904,1.0,0.0,0.008905618252674384,0.26424543316648125,0.12794876072204847,0.06491292080163977,0.0020678246484698098,0.7027479524973979,SpiralScanPath_8,Spiral,8,evaluation,coherent latent previous state,previous posterior,previous-frame truth
saturated,83,5.427098966104581,2.0993130711407777,-1.7037340734032258,0.3706175513605039,0.5180722891566265,1.3821821839661481,1.0,0.0,5.167989143562686,17.423795717729742,6.2360263820397295,1.707780222866274,0.4578313253012048,1.943292131645063,SpiralScanPath_8,Spiral,8,evaluation,coherent latent previous state,previous posterior,previous-frame truth
previous_top_1pct,26,9.65945969662046,5.677255125083436,-5.677255125083436,0.40626435310595477,0.15384615384615385,1.5052836063850874,1.0,0.0,16.86831910710138,31.022840608706897,16.86831910710138,8.220875667098014,0.8461538461538461,5.454925507677187,SpiralScanPath_8,Spiral,8,evaluation,coherent latent previous state,previous posterior,previous-frame truth
overall,2501,1.0295000699418928,0.26420719774918566,-0.044015867882479645,0.021808422919486443,0.01599360255897641,0.07508999732419086,0.03158736505397841,0.9684126349460216,2.7208908868888213,10.381794855485383,4.086512080453221,1.5721836159866585,0.35443037974683544,0.25572268084246474,SpiralScanPath_9,Spiral,9,evaluation,hybrid previous state,previous posterior,previous-frame truth
unsaturated,2422,0.24599541637059152,0.19694769695444828,-0.0019163899610881547,6.979800445864918e-13,0.0,0.0,0.0,1.0,,,,,,0.1969476969544459,SpiralScanPath_9,Spiral,9,evaluation,hybrid previous state,previous posterior,previous-frame truth
saturated,79,5.63013092607151,2.326264298063792,-1.3347112542826085,0.6904160217714567,0.5063291139240507,2.3772162444025486,1.0,0.0,2.7208908868888213,10.381794855485383,4.086512080453221,1.5721836159866585,0.35443037974683544,2.057659528649829,SpiralScanPath_9,Spiral,9,evaluation,hybrid previous state,previous posterior,previous-frame truth
previous_top_1pct,26,9.70828226870567,5.399737964723022,-5.399737964723022,0.6178386614021389,0.15384615384615385,2.2009262336572224,1.0,0.0,10.097417800889227,17.994552513325203,10.097417800889227,4.430032891889022,0.8076923076923077,5.141043263029305,SpiralScanPath_9,Spiral,9,evaluation,hybrid previous state,previous posterior,previous-frame truth
overall,2501,1.08136985091666,0.34643927918789114,-0.07668740929634317,2.8319765574463043,0.9812075169932027,10.841866146950082,1.0,0.0,0.08722395042887979,1.9681947616406847,0.2657658413563317,0.07154746474792725,0.014394242303078768,0.7445634796071045,SpiralScanPath_9,Spiral,9,evaluation,coherent latent previous state,previous posterior,previous-frame truth
unsaturated,2422,0.41695298132032554,0.28194346316991903,-0.03561331994582503,2.9019942491416786,0.9958711808422791,11.118829436534128,1.0,0.0,-0.002356821695736853,0.2842974717119813,0.13780016294210848,0.06863039956457079,0.0037159372419488025,0.7017846338025115,SpiralScanPath_9,Spiral,9,evaluation,coherent latent previous state,previous posterior,previous-frame truth
saturated,79,5.629383871301166,2.3237667019160995,-1.3359461992577981,0.6853582120514181,0.5316455696202531,2.350662509322776,1.0,0.0,2.8336116730342154,10.961724006874764,4.188966766916438,1.5477051862498878,0.34177215189873417,2.0560870813631067,SpiralScanPath_9,Spiral,9,evaluation,coherent latent previous state,previous posterior,previous-frame truth
previous_top_1pct,26,9.70808282375063,5.399143793886045,-5.399143793886045,0.6084356754999862,0.15384615384615385,2.1656105839163877,1.0,0.0,10.428592332648922,19.013430161808788,10.428592332648922,4.749188137673487,0.8076923076923077,5.144977439186259,SpiralScanPath_9,Spiral,9,evaluation,coherent latent previous state,previous posterior,previous-frame truth
overall,2501,1.0008622616944922,0.2668963684505296,-0.03844076386559141,0.02408747287274616,0.018392642942822873,0.08250416496038192,0.031187524990004,0.968812475009996,1.349392981921003,7.580197064304325,3.015907966630685,1.4469009081274837,0.2948717948717949,0.2561828442037618,SpiralScanPath_10,Spiral,10,evaluation,hybrid previous state,previous posterior,previous-frame truth
unsaturated,2423,0.250547173500086,0.20168773369998122,-0.007664987738071165,6.847530251626103e-13,0.0,0.0,0.0,1.0,,,,,,0.20168773370001278,SpiralScanPath_10,Spiral,10,evaluation,hybrid previous state,previous posterior,previous-frame truth
saturated,78,5.4926685008975635,2.2925440864066675,-0.9944626299807394,0.7723432006804999,0.5897435897435898,2.645422007255323,1.0,0.0,1.349392981921003,7.580197064304325,3.015907966630685,1.4469009081274837,0.2948717948717949,1.949024546134325,SpiralScanPath_10,Spiral,10,evaluation,hybrid previous state,previous posterior,previous-frame truth
previous_top_1pct,26,9.375967624538442,5.0431637384459975,-4.740812013089499,0.9376507081939958,0.34615384615384615,3.1772438185777547,1.0,0.0,6.367914507382158,12.977837797256564,6.58752813831099,3.44233052854679,0.6538461538461539,4.6206885810413745,SpiralScanPath_10,Spiral,10,evaluation,hybrid previous state,previous posterior,previous-frame truth
overall,2501,1.0836720564329299,0.3769776708242461,-0.10345859721814643,2.844430538883015,0.984406237504998,10.89023105236592,1.0,0.0,0.0589394530088124,1.3846773421593022,0.2366889545015534,0.07539218906559941,0.010795681727309077,0.7514804974039352,SpiralScanPath_10,Spiral,10,evaluation,coherent latent previous state,previous posterior,previous-frame truth
unsaturated,2423,0.49247002261152323,0.31534453449068217,-0.07476215729988632,2.9111099387938375,0.9979364424267437,11.155924137757014,1.0,0.0,0.01737595497339127,0.2861884738528271,0.14756824401174218,0.07276900097300286,0.0016508460586050352,0.713021301464658,SpiralScanPath_10,Spiral,10,evaluation,coherent latent previous state,previous posterior,previous-frame truth
saturated,78,5.488209868362001,2.2915557392373924,-0.9948877500635853,0.7730948211404175,0.5641025641025641,2.636713797204153,1.0,0.0,1.3500722189040102,7.676798774869486,3.005143845742739,1.4172623399510198,0.2948717948717949,1.9461809045945593,SpiralScanPath_10,Spiral,10,evaluation,coherent latent previous state,previous posterior,previous-frame truth
previous_top_1pct,26,9.367604419291228,5.041874143430831,-4.7374407299741765,0.940186746386755,0.34615384615384615,3.149230184713555,1.0,0.0,6.346299460836478,13.146980663627197,6.565980999425441,3.4746160390129504,0.6538461538461539,4.615787039152831,SpiralScanPath_10,Spiral,10,evaluation,coherent latent previous state,previous posterior,previous-frame truth
overall,2501,1.02034809665312,0.26059405842003797,-0.04904946221790347,0.015378161024910521,0.019992003198720514,0.055151369993084794,0.03078768492602959,0.9692123150739704,3.1335923647905184,9.151703528732805,4.098171436991512,1.330297538645205,0.3116883116883117,0.25490159998102935,SpiralScanPath_11,Spiral,11,evaluation,hybrid previous state,previous posterior,previous-frame truth
unsaturated,2424,0.2514417641235279,0.20094828364628198,0.002749521485935425,6.800966221207094e-13,0.0,0.0,0.0,1.0,,,,,,0.20094828364627487,SpiralScanPath_11,Spiral,11,evaluation,hybrid previous state,previous posterior,previous-frame truth
saturated,77,5.641410260787861,2.1382740331159407,-1.6797083777777149,0.4994906587227618,0.6493506493506493,1.7913451474377282,1.0,0.0,3.1335923647905184,9.151703528732805,4.098171436991512,1.330297538645205,0.3116883116883117,1.9533800258958958,SpiralScanPath_11,Spiral,11,evaluation,hybrid previous state,previous posterior,previous-frame truth
previous_top_1pct,26,9.678405704973956,5.473861367460588,-5.473861367460588,0.5114286001910149,0.15384615384615385,1.8492517794212058,1.0,0.0,10.298847023671385,15.668019615878919,10.298847023671385,6.771065017284454,0.8846153846153846,5.187824551740406,SpiralScanPath_11,Spiral,11,evaluation,hybrid previous state,previous posterior,previous-frame truth
overall,2501,1.0994468065348626,0.3574441677061407,-0.13397040309555583,2.8309695696919834,0.9868052778888444,10.84924375249996,1.0,0.0,0.11139880970483193,1.5924863060053158,0.25782169341094696,0.06847939049422182,0.012794882047181128,0.7453912125119402,SpiralScanPath_11,Spiral,11,evaluation,coherent latent previous state,previous posterior,previous-frame truth
unsaturated,2424,0.48470642007612047,0.30082119706924076,-0.08477472699059423,2.9050087615742046,0.9975247524752475,11.13706894930056,1.0,0.0,0.017146485370500175,0.27293370798296046,0.13758092357187018,0.06592768148160859,0.0028877887788778876,0.7070853729359274,SpiralScanPath_11,Spiral,11,evaluation,coherent latent previous state,previous posterior,previous-frame truth
saturated,77,5.644985895971861,2.1399646978859503,-1.6826758430751265,0.500177347321806,0.6493506493506493,1.7883570376343436,1.0,0.0,3.078510941996003,8.945721629053782,4.043063590682665,1.3790580372322983,0.3246753246753247,1.951278941502261,SpiralScanPath_11,Spiral,11,evaluation,coherent latent previous state,previous posterior,previous-frame truth
previous_top_1pct,26,9.68488025873479,5.477645237211524,-5.477645237211524,0.5188550976274818,0.11538461538461539,1.8354529387629925,1.0,0.0,10.139159789631215,15.313430273030797,10.139159789631215,6.670846166754317,0.8846153846153846,5.1870375149385275,SpiralScanPath_11,Spiral,11,evaluation,coherent latent previous state,previous posterior,previous-frame truth
overall,2501,0.9864865056104544,0.25884524560696315,-0.05355917670694759,0.016129874631878146,0.01919232307077169,0.05914840281679576,0.03158736505397841,0.9684126349460216,2.64617441904709,8.316616412255422,3.9633602450708865,1.4405814621967805,0.3924050632911392,0.25286499663546813,SpiralScanPath_12,Spiral,12,evaluation,hybrid previous state,previous posterior,previous-frame truth
unsaturated,2422,0.2491753134647833,0.1990302126614067,-0.008688165292870148,6.890602470041914e-13,0.0,0.0,0.0,1.0,,,,,,0.19903021266141335,SpiralScanPath_12,Spiral,12,evaluation,hybrid previous state,previous posterior,previous-frame truth
saturated,79,5.376324409310193,2.092668154393517,-1.4292248684144864,0.5106432462361814,0.6075949367088608,1.872533613225395,1.0,0.0,2.64617441904709,8.316616412255422,3.9633602450708865,1.4405814621967805,0.3924050632911392,1.90334406986535,SpiralScanPath_12,Spiral,12,evaluation,hybrid previous state,previous posterior,previous-frame truth
previous_top_1pct,26,9.322413991528519,5.280720458371302,-5.280720458371302,0.49643272871847266,0.19230769230769232,1.8286406956781298,1.0,0.0,9.879837795114192,14.36495226511725,9.879837795114192,6.522220805534438,0.8846153846153846,5.011030754391952,SpiralScanPath_12,Spiral,12,evaluation,hybrid previous state,previous posterior,previous-frame truth
overall,2501,1.0687435430616317,0.37034999589262935,-0.12544119264172535,2.8378582879506355,0.9848060775689724,10.86316451898354,1.0,0.0,0.10003693768725698,1.489157341771613,0.2626998073612099,0.07707294792649692,0.012395041983206718,0.7482775580887805,SpiralScanPath_12,Spiral,12,evaluation,coherent latent previous state,previous posterior,previous-frame truth
unsaturated,2422,0.4858725119739026,0.31399364068978947,-0.08288933446026717,2.913827982035209,0.9987613542526838,11.156954963979619,1.0,0.0,0.01788199693314605,0.272981018070441,0.14262281393383683,0.0740519704136586,0.0008257638315441783,0.7105522809023893,SpiralScanPath_12,Spiral,12,evaluation,coherent latent previous state,previous posterior,previous-frame truth
saturated,79,5.377999597229965,2.0981359743898222,-1.4300057561289623,0.5087620971552186,0.5569620253164557,1.8560701166986961,1.0,0.0,2.61876183017405,8.241380172009755,3.9440476311725687,1.4911656749469793,0.3670886075949367,1.9048677017019366,SpiralScanPath_12,Spiral,12,evaluation,coherent latent previous state,previous posterior,previous-frame truth
previous_top_1pct,26,9.324867175676841,5.288305606407595,-5.288305606407595,0.49885492208027793,0.15384615384615385,1.8355574784034292,1.0,0.0,9.798383531121164,14.231743517608193,9.798383531121164,6.523737848258762,0.8461538461538461,5.01496523109338,SpiralScanPath_12,Spiral,12,evaluation,coherent latent previous state,previous posterior,previous-frame truth
overall,2501,0.9445092292721564,0.2673818860600213,-0.028721705358589176,0.026349702320990064,0.01759296281487405,0.09212506790956423,0.030387844862055178,0.9696121551379449,1.45752730258778,7.30580384144127,3.0978471021090965,1.46159900131225,0.27631578947368424,0.2569711176783661,SpiralScanPath_13,Spiral,13,development,hybrid previous state,previous posterior,previous-frame truth
unsaturated,2425,0.2577938092197511,0.20336862701309683,-0.0018966971030172036,6.809209505141482e-13,0.0,0.0,0.0,1.0,,,,,,0.20336862701312217,SpiralScanPath_13,Spiral,13,development,hybrid previous state,previous posterior,previous-frame truth
saturated,76,5.218863194877305,2.309910217491491,-0.8846512450923001,0.8671132303045386,0.5789473684210527,3.0316420373923703,1.0,0.0,1.45752730258778,7.30580384144127,3.0978471021090965,1.46159900131225,0.27631578947368424,1.9673137474575328,SpiralScanPath_13,Spiral,13,development,hybrid previous state,previous posterior,previous-frame truth
previous_top_1pct,26,8.75087414189999,4.646764491149795,-4.52005268610717,0.9127697427302616,0.4230769230769231,3.258092345650775,1.0,0.0,6.46279195051285,12.334656576049277,6.574038932537788,1.9407302737895702,0.5,4.379929173145764,SpiralScanPath_13,Spiral,13,development,hybrid previous state,previous posterior,previous-frame truth
overall,2501,1.043625363885078,0.3851744469676839,-0.14569324496681565,2.859755690620835,0.9856057576969213,10.940189268824978,1.0,0.0,0.07588162162061735,1.3115311195579833,0.23267264236235286,0.07391830156577105,0.009596161535385846,0.75607400127711,SpiralScanPath_13,Spiral,13,development,coherent latent previous state,previous posterior,previous-frame truth
unsaturated,2425,0.5197191994552074,0.3247615534815221,-0.12262484158824252,2.9222609913242623,0.996701030927835,11.18830968962963,1.0,0.0,0.03223383506550063,0.27870196435176153,0.14249720146469189,0.07098585161616823,0.002474226804123711,0.7180866829379052,SpiralScanPath_13,Spiral,13,development,coherent latent previous state,previous posterior,previous-frame truth
saturated,76,5.217583999306262,2.312822693072188,-0.8817574317173399,0.8653431352812119,0.631578947368421,3.023188999729166,1.0,0.0,1.4685906005174336,7.357097767262345,3.109981118373245,1.4524478231698432,0.23684210526315788,1.968169356179372,SpiralScanPath_13,Spiral,13,development,coherent latent previous state,previous posterior,previous-frame truth
previous_top_1pct,26,8.748454188456869,4.647696382392568,-4.520134143840877,0.9130116915721553,0.4230769230769231,3.259807083267543,1.0,0.0,6.492394628539714,12.424576065728658,6.603618256979952,1.9204531413568386,0.5,4.380924235984437,SpiralScanPath_13,Spiral,13,development,coherent latent previous state,previous posterior,previous-frame truth
