region,n_pixels,rmse_K,mae_K,signed_error_K,posterior_sd_K,coverage_95,interval_width_95_K,positive_sd_fraction,zero_sd_nonzero_error_fraction,mean_z,rms_z,mean_abs_error_over_sd,median_abs_error_over_sd,fraction_abs_z_gt_1_96,crps_K,trajectory,family,run_index,role,state_representation,stage,region_basis
saturated,74,5.617706146977253,2.2136483751588187,-1.213666215481122,0.7764839302229877,0.7162162162162162,2.7441776581840274,1.0,0.0,0.9914407767357107,4.494708114639962,2.3851776730992844,1.269294588623555,0.2702702702702703,1.9073483205410968,DiagonalScanPath_4,Diagonal,4,evaluation,hybrid previous state,previous posterior,previous-frame truth
previous_top_1pct,26,9.38227709343212,4.804786697766555,-4.804786697766555,0.9558254043162301,0.5,3.4102258566394337,1.0,0.0,4.647896771260322,7.367896819905055,4.647896771260322,1.930887006098828,0.5,4.419356650105145,DiagonalScanPath_4,Diagonal,4,evaluation,hybrid previous state,previous posterior,previous-frame truth
overall,2501,1.0487380826989465,0.340364665856026,-0.09490153309831231,2.868336581266361,0.9880047980807677,10.97201034108238,1.0,0.0,0.03960831490256917,0.8213576777769525,0.2013005994131031,0.07091814813606213,0.009596161535385846,0.7435437530379548,DiagonalScanPath_4,Diagonal,4,evaluation,coherent latent previous state,previous posterior,previous-frame truth
unsaturated,2427,0.41371936426826666,0.2832938440045192,-0.060841360618328996,2.9321369931770067,0.9975278121137207,11.223296639539537,1.0,0.0,0.010702708987845925,0.2741767388970433,0.13425766871761163,0.06862825547210667,0.0008240626287597857,0.708027303052964,DiagonalScanPath_4,Diagonal,4,evaluation,coherent latent previous state,previous posterior,previous-frame truth
saturated,74,5.6176777409671335,2.212133377120987,-1.2119831359215487,0.7758555041429008,0.6756756756756757,2.7304989038456036,1.0,0.0,0.9876340656462627,4.509451224635728,2.4001275291152364,1.2938261552920045,0.2972972972972973,1.908387322140289,DiagonalScanPath_4,Diagonal,4,evaluation,coherent latent previous state,previous posterior,previous-frame truth
previous_top_1pct,26,9.38200340497848,4.801067283120377,-4.801067283120377,0.9577193710875507,0.5,3.396751402233242,1.0,0.0,4.6606735468282485,7.38479012347566,4.6606735468282485,1.9130881030765057,0.5,4.4143766513886895,DiagonalScanPath_4,Diagonal,4,evaluation,coherent latent previous state,previous posterior,previous-frame truth
overall,2501,1.0867658219843672,0.26387514285418545,-0.05017380022314694,0.021624245624173623,0.021991203518592562,0.07577157582247832,0.03318672530987605,0.9668132746901239,2.5500732262725196,10.628427530452685,3.7402835534645975,1.100440156807621,0.26506024096385544,0.2560018373453449,DiagonalScanPath_5,Diagonal,5,evaluation,hybrid previous state,previous posterior,previous-frame truth
unsaturated,2418,0.24970833613708987,0.19986170402404965,-0.0037023316949548945,6.891157267353841e-13,0.0,0.0,0.0,1.0,,,,,,0.1998617040240554,DiagonalScanPath_5,Diagonal,5,evaluation,hybrid previous state,previous posterior,previous-frame truth
saturated,83,5.811349878907532,2.128748577688744,-1.4040052568637298,0.6515932325830355,0.6626506024096386,2.283189290747208,1.0,0.0,2.5500732262725196,10.628427530452685,3.7402835534645975,1.100440156807621,0.26506024096385544,1.8915059622956791,DiagonalScanPath_5,Diagonal,5,evaluation,hybrid previous state,previous posterior,previous-frame truth
previous_top_1pct,26,10.328610969908668,5.498251603116207,-5.498251603116207,0.7396771453356522,0.38461538461538464,2.5752256783736414,1.0,0.0,9.723308779492811,18.9002405454501,9.723308779492811,2.4585285487382156,0.6153846153846154,5.148823639553332,DiagonalScanPath_5,Diagonal,5,evaluation,hybrid previous state,previous posterior,previous-frame truth
overall,2501,1.1173278022103676,0.3254691052817832,-0.09239308999215654,2.8464704454470557,0.9872051179528188,10.89871481440472,1.0,0.0,0.08768464976624013,1.9771544910753922,0.24555253563564047,0.07193907933535665,0.010795681727309077,0.7394199124762506,DiagonalScanPath_5,Diagonal,5,evaluation,coherent latent previous state,previous posterior,previous-frame truth
unsaturated,2418,0.36293034973248794,0.26361825691073315,-0.04741356690133468,2.921738418866381,0.9975186104218362,11.193704428008196,1.0,0.0,0.002862014948740339,0.25465216756656417,0.12529625961847618,0.06892229127499389,0.0020678246484698098,0.6998571599302702,DiagonalScanPath_5,Diagonal,5,evaluation,coherent latent previous state,previous posterior,previous-frame truth
saturated,83,5.812125651097338,2.127340808428759,-1.4027604012404367,0.6537239427009216,0.6867469879518072,2.3049210108721288,1.0,0.0,2.558782613485692,10.765830060098997,3.7489221188826654,1.171223662167189,0.26506024096385544,1.891982992671201,DiagonalScanPath_5,Diagonal,5,evaluation,coherent latent previous state,previous posterior,previous-frame truth
previous_top_1pct,26,10.330348481715761,5.496938612647697,-5.496938612647697,0.7406615325125864,0.38461538461538464,2.5913470807471892,1.0,0.0,9.757122787910346,19.146837516907784,9.757122787910346,2.5301468716435993,0.6153846153846154,5.148067614257837,DiagonalScanPath_5,Diagonal,5,evaluation,coherent latent previous state,previous posterior,previous-frame truth
overall,2501,1.1241082479680564,0.2656390842341716,-0.04486418818346205,0.02946696700185665,0.023590563774490203,0.10566264697456175,0.03158736505397841,0.9684126349460216,2.3577387759993744,10.164651066636276,3.457799380621908,0.9701742677256345,0.22784810126582278,0.25771990955337515,DiagonalScanPath_6,Diagonal,6,evaluation,hybrid previous state,previous posterior,previous-frame truth
unsaturated,2422,0.25041875226406657,0.1998191243022358,-0.0011354960453176378,6.91131334569475e-13,0.0,0.0,0.0,1.0,,,,,,0.19981912430222998,DiagonalScanPath_6,Diagonal,6,evaluation,hybrid previous state,previous posterior,previous-frame truth
saturated,79,6.171011722367144,2.283562412780356,-1.385508395254168,0.9328719553160707,0.7468354430379747,3.3450921529541637,1.0,0.0,2.3577387759993744,10.164651066636276,3.457799380621908,0.9701742677256345,0.22784810126582278,2.0328553763669657,DiagonalScanPath_6,Diagonal,6,evaluation,hybrid previous state,previous posterior,previous-frame truth
previous_top_1pct,26,10.69904957732492,5.595634487847397,-5.46170050449605,0.9634362502976199,0.46153846153846156,3.5753417380338703,1.0,0.0,8.737332448899494,17.65539984559899,8.817826423998728,3.0114946355024035,0.6153846153846154,5.331261035905943,DiagonalScanPath_6,Diagonal,6,evaluation,hybrid previous state,previous posterior,previous-frame truth
overall,2501,1.1610621516386161,0.3311403548351001,-0.09148604130012246,2.878512002585163,0.9884046381447421,10.99910114726363,1.0,0.0,0.07920126971794095,1.8221914075477903,0.23362483891332014,0.07058268910916703,0.009996001599360257,0.749654877335918,DiagonalScanPath_6,Diagonal,6,evaluation,coherent latent previous state,previous posterior,previous-frame truth
unsaturated,2422,0.38846685643959783,0.26764078759800886,-0.049116964443490625,2.942031318472648,0.9962840627580511,11.248755216684962,1.0,0.0,0.004938992036178137,0.27916057924426524,0.12853839476862694,0.06780475021798454,0.002890173410404624,0.7078933965933909,DiagonalScanPath_6,Diagonal,6,evaluation,coherent latent previous state,previous posterior,previous-frame truth
