observation_seed,lengthscale,unsat_neg_log_marginal_likelihood
23,0.40534521153077835,228.24442658140805
23,0.43934520070089245,225.52970595927917
23,0.4761970781644497,222.9695389570134
23,0.5161400577281836,220.58698109802702
23,0.5594334182362497,218.39230201916456
23,0.6063581866073894,216.4045631640377
23,0.6572189620437259,214.62081020028293
23,0.7123458932525423,212.9854363193349
23,0.77209682151563,211.44483470758374
23,0.8368596035173551,209.99201748597278
23,0.9070546290094362,208.65224520764738
23,0.9831375496551656,207.44317096747105
23,1.065602236766611,206.39805856094816
23,1.154983987134132,205.65511904548595
23,1.251862997757979,205.5267732925604
23,1.3568681320372225,206.48094470894807
23,1.4706810018632064,208.890113961695
23,1.5940403921152975,212.6454804100931
23,1.7277470562793298,217.37657845387884
23,1.872668914318186,223.063194220066
23,2.029746686535049,230.0070791169692
23,2.2,238.20804739511598
24,0.25,246.08211365614784
24,0.270969773542972,242.80622098932918
24,0.2936984726957182,239.92316125547254
24,0.31833363454510205,237.2717729623283
24,0.3450351714551901,234.66534878100202
24,0.3739764090942936,232.09831286059506
24,0.40534521153077835,229.61319031270165
24,0.43934520070089245,227.19316640170365
24,0.4761970781644497,224.8869924608032
24,0.5161400577281836,222.7979581360179
24,0.5594334182362497,220.95289161470856
24,0.6063581866073894,219.28966157053912
24,0.6572189620437259,217.76846569283353
24,0.7123458932525423,216.39929571719077
24,0.77209682151563,215.12463924126436
24,0.8368596035173551,213.81452571954225
24,0.9070546290094362,212.4418278186807
24,0.9831375496551656,211.10383058635657
24,1.065602236766611,209.91443223884463
24,1.154983987134132,208.98302086033812
24,1.251862997757979,208.46090580202707
24,1.3568681320372225,208.61828280631246
24,1.4706810018632064,209.8454924266264
24,1.5940403921152975,212.49617856973956
24,1.7277470562793298,216.6966880638974
24,1.872668914318186,222.27385361259127
24,2.029746686535049,229.02046522642556
24,2.2,236.79319729153892
25,0.25,243.11676974166403
25,0.270969773542972,239.44204562509623
25,0.2936984726957182,236.30128625448688
25,0.31833363454510205,233.54580170984934
25,0.3450351714551901,230.9169034514326
25,0.3739764090942936,228.21657339053638
25,0.40534521153077835,225.4576665522569
25,0.43934520070089245,222.76948433080062
25,0.4761970781644497,220.26216917455034
25,0.5161400577281836,217.96255183590742
25,0.5594334182362497,215.86174962145074
25,0.6063581866073894,213.9832054059071
25,0.6572189620437259,212.35588561812472
25,0.7123458932525423,210.950036061784
25,0.77209682151563,209.68351790540476
25,0.8368596035173551,208.47947481151118
25,0.9070546290094362,207.29813232187573
25,0.9831375496551656,206.11349987045924
25,1.065602236766611,204.95432956660778
25,1.154983987134132,203.97565364490436
25,1.251862997757979,203.4485063440632
25,1.3568681320372225,203.75636387021106
25,1.4706810018632064,205.36461876078195
25,1.5940403921152975,208.63416586779252
25,1.7277470562793298,213.7051936833362
25,1.872668914318186,220.5679253077034
25,2.029746686535049,229.19077610402022
25,2.2,239.3133924043857
26,0.25,246.4798365985192
26,0.270969773542972,242.9735242933991
26,0.2936984726957182,239.77621016499006
26,0.31833363454510205,236.79314358352906
26,0.3450351714551901,233.97223758590738
26,0.3739764090942936,231.42894959134955
26,0.40534521153077835,229.20319800447797
26,0.43934520070089245,227.1558169722557
26,0.4761970781644497,225.13432000791835
26,0.5161400577281836,223.14371267888268
26,0.5594334182362497,221.26858922092978
26,0.6063581866073894,219.53853358684523
26,0.6572189620437259,217.947792877554
26,0.7123458932525423,216.4994739068977
26,0.77209682151563,215.21917762178768
26,0.8368596035173551,214.14219262802385
26,0.9070546290094362,213.24262010833664
26,0.9831375496551656,212.47492628795138
26,1.065602236766611,211.89873442633228
26,1.154983987134132,211.6065367264151
26,1.251862997757979,211.65293908867042
26,1.3568681320372225,212.2307556265047
26,1.4706810018632064,213.78787333464564
26,1.5940403921152975,216.96032607590652
26,1.7277470562793298,222.38850973163287
26,1.872668914318186,230.5659104475271
26,2.029746686535049,241.84850672412864
