percentile_bin,percentile_lower,percentile_upper,n_pixels,rmse_K,mae_K,signed_error_K,posterior_sd_K,coverage_95,interval_width_95_K,positive_sd_fraction,zero_sd_nonzero_error_fraction,mean_z,rms_z,mean_abs_error_over_sd,median_abs_error_over_sd,fraction_abs_z_gt_1_96,crps_K,trajectory,family,run_index,role,method,stage
0-10%,0.0,10.0,250,0.2505423107205221,0.20410347852775795,-0.013065800459355159,6.977042133789336e-13,0.0,0.0,0.0,1.0,,,,,,0.20410347852770475,DiagonalScanPath_1,Diagonal,1,evaluation,Hybrid previous censored representation,Previous censored representation
10-20%,10.0,20.0,250,0.24474216488289188,0.19325430859973652,0.019041212913903337,6.940560867730307e-13,0.0,0.0,0.0,1.0,,,,,,0.19325430859982173,DiagonalScanPath_1,Diagonal,1,evaluation,Hybrid previous censored representation,Previous censored representation
20-30%,20.0,30.0,250,0.2480885441214924,0.19953901827022583,0.004112929388889824,7.088766011095112e-13,0.0,0.0,0.0,1.0,,,,,,0.19953901827028772,DiagonalScanPath_1,Diagonal,1,evaluation,Hybrid previous censored representation,Previous censored representation
30-40%,30.0,40.0,250,0.24061642816985565,0.19605533847442097,-0.022550485957964383,7.462698988200162e-13,0.0,0.0,0.0,1.0,,,,,,0.19605533847444503,DiagonalScanPath_1,Diagonal,1,evaluation,Hybrid previous censored representation,Previous censored representation
40-50%,40.0,50.0,250,0.2426002826829786,0.1992831515930834,-0.01652347878836099,6.844797544325355e-13,0.0,0.0,0.0,1.0,,,,,,0.19928315159314014,DiagonalScanPath_1,Diagonal,1,evaluation,Hybrid previous censored representation,Previous censored representation
50-60%,50.0,60.0,251,0.24172009492725363,0.1872110991620662,0.0014889848248360912,6.876573308437527e-13,0.0,0.0,0.0,1.0,,,,,,0.18721109916199102,DiagonalScanPath_1,Diagonal,1,evaluation,Hybrid previous censored representation,Previous censored representation
60-70%,60.0,70.0,250,0.2530049479633414,0.20343600004287146,0.011154396617166185,6.79463580349419e-13,0.0,0.0,0.0,1.0,,,,,,0.20343600004289666,DiagonalScanPath_1,Diagonal,1,evaluation,Hybrid previous censored representation,Previous censored representation
70-80%,70.0,80.0,250,0.26348856204891136,0.21061429078330707,-0.02068084990051534,6.703432638346616e-13,0.0,0.0,0.0,1.0,,,,,,0.21061429078322477,DiagonalScanPath_1,Diagonal,1,evaluation,Hybrid previous censored representation,Previous censored representation
80-90%,80.0,90.0,250,0.2584639715042706,0.20606697624891354,0.012091858140429167,7.141207831054967e-13,0.0,0.0,0.0,1.0,,,,,,0.20606697624893602,DiagonalScanPath_1,Diagonal,1,evaluation,Hybrid previous censored representation,Previous censored representation
90-95%,90.0,95.0,125,0.31708410372107354,0.23485135748611446,-0.004833204898805889,0.006484091864229252,0.0,0.02415082833018778,0.016,0.984,-3.2200121763614282,3.2203135625923647,3.2200121763614282,3.2200121763614282,1.0,0.2311535574191576,DiagonalScanPath_1,Diagonal,1,evaluation,Hybrid previous censored representation,Previous censored representation
95-99%,95.0,99.0,100,0.7177409161704775,0.5523899288697368,0.20508508647660334,0.3265502192509816,0.35,1.1681337897768531,0.58,0.42,-0.744253628829455,1.9256889797067336,1.6110124648337631,1.4776414577928603,0.29310344827586204,0.4203036732193071,DiagonalScanPath_1,Diagonal,1,evaluation,Hybrid previous censored representation,Previous censored representation
99-100%,99.0,100.0,25,9.58251339716365,5.055550645469148,-5.055550645469148,0.5006936755666335,0.2,1.802024802191188,1.0,0.0,11.726633349908056,25.031632430492316,11.726633349908056,5.18308467630931,0.8,4.813015197666154,DiagonalScanPath_1,Diagonal,1,evaluation,Hybrid previous censored representation,Previous censored representation
0-10%,0.0,10.0,250,0.2350665196866309,0.19424222742270536,-0.00035745073941848205,6.819716673909772e-13,0.0,0.0,0.0,1.0,,,,,,0.19424222742268243,DiagonalScanPath_2,Diagonal,2,evaluation,Hybrid previous censored representation,Previous censored representation
10-20%,10.0,20.0,250,0.2448665419458121,0.19475627374821283,0.0038060015424691757,6.86303817735487e-13,0.0,0.0,0.0,1.0,,,,,,0.19475627374809693,DiagonalScanPath_2,Diagonal,2,evaluation,Hybrid previous censored representation,Previous censored representation
20-30%,20.0,30.0,250,0.236595755594346,0.19232463157636925,-0.008547139697576086,6.505065754150646e-13,0.0,0.0,0.0,1.0,,,,,,0.19232463157639712,DiagonalScanPath_2,Diagonal,2,evaluation,Hybrid previous censored representation,Previous censored representation
30-40%,30.0,40.0,250,0.23314645035783846,0.1859604649487203,0.002286587191501667,6.972481975531957e-13,0.0,0.0,0.0,1.0,,,,,,0.1859604649487424,DiagonalScanPath_2,Diagonal,2,evaluation,Hybrid previous censored representation,Previous censored representation
40-50%,40.0,50.0,250,0.2580602706376643,0.21192763054917213,0.01227592974305935,6.819716673909772e-13,0.0,0.0,0.0,1.0,,,,,,0.21192763054912933,DiagonalScanPath_2,Diagonal,2,evaluation,Hybrid previous censored representation,Previous censored representation
50-60%,50.0,60.0,251,0.24266965820088068,0.19355934599812996,0.024361208443310824,6.974226099805695e-13,0.0,0.0,0.0,1.0,,,,,,0.19355934599805608,DiagonalScanPath_2,Diagonal,2,evaluation,Hybrid previous censored representation,Previous censored representation
60-70%,60.0,70.0,250,0.24173739925687432,0.1898769088174381,0.008049403841103413,7.079645694580356e-13,0.0,0.0,0.0,1.0,,,,,,0.18987690881744265,DiagonalScanPath_2,Diagonal,2,evaluation,Hybrid previous censored representation,Previous censored representation
70-80%,70.0,80.0,250,0.24756897762609006,0.19777476822201562,0.01307792726095704,7.002123004204918e-13,0.0,0.0,0.0,1.0,,,,,,0.19777476822212084,DiagonalScanPath_2,Diagonal,2,evaluation,Hybrid previous censored representation,Previous censored representation
80-90%,80.0,90.0,250,0.2549158191974338,0.2014276528684543,-0.0074130086333955205,6.707992796603994e-13,0.0,0.0,0.0,1.0,,,,,,0.2014276528684772,DiagonalScanPath_2,Diagonal,2,evaluation,Hybrid previous censored representation,Previous censored representation
90-95%,90.0,95.0,125,0.25660251608290774,0.2060525615851384,0.004927531958584041,7.008963241590986e-13,0.0,0.0,0.0,1.0,,,,,,0.20605256158510543,DiagonalScanPath_2,Diagonal,2,evaluation,Hybrid previous censored representation,Previous censored representation
95-99%,95.0,99.0,100,0.4065241440555699,0.3081111321520257,0.008060205141636061,0.20808623565890538,0.42,0.7571291840681931,0.51,0.49,-0.18742371121706172,1.360725889116398,1.0943207767936838,0.9910232633246155,0.1568627450980392,0.2461950321772884,DiagonalScanPath_2,Diagonal,2,evaluation,Hybrid previous censored representation,Previous censored representation
99-100%,99.0,100.0,25,10.259356755978486,5.7944902518822525,-5.7944902518822525,0.39952219223277197,0.04,1.450775503519028,1.0,0.0,16.780666791202794,29.53100434570303,16.780666791202794,8.01048937960303,0.96,5.573857471825653,DiagonalScanPath_2,Diagonal,2,evaluation,Hybrid previous censored representation,Previous censored representation
0-10%,0.0,10.0,250,0.24383287465845854,0.19866284410684762,-0.016846487558915442,7.37149582305259e-13,0.0,0.0,0.0,1.0,,,,,,0.19866284410686036,DiagonalScanPath_3,Diagonal,3,evaluation,Hybrid previous censored representation,Previous censored representation
10-20%,10.0,20.0,250,0.24333247841554967,0.19123048349996408,0.01200855836730625,6.780955328722054e-13,0.0,0.0,0.0,1.0,,,,,,0.1912304834999943,DiagonalScanPath_3,Diagonal,3,evaluation,Hybrid previous censored representation,Previous censored representation
20-30%,20.0,30.0,250,0.23027569875455906,0.18423458221391548,0.01577356670671088,6.51874622892278e-13,0.0,0.0,0.0,1.0,,,,,,0.1842345822139195,DiagonalScanPath_3,Diagonal,3,evaluation,Hybrid previous censored representation,Previous censored representation
30-40%,30.0,40.0,250,0.25541298979295923,0.20257051631438958,-0.020436718847556903,6.885838968641762e-13,0.0,0.0,0.0,1.0,,,,,,0.20257051631459955,DiagonalScanPath_3,Diagonal,3,evaluation,Hybrid previous censored representation,Previous censored representation
40-50%,40.0,50.0,250,0.24037047838945136,0.19409927698094542,0.01190729285743737,7.02948395374919e-13,0.0,0.0,0.0,1.0,,,,,,0.19409927698093132,DiagonalScanPath_3,Diagonal,3,evaluation,Hybrid previous censored representation,Previous censored representation
50-60%,50.0,60.0,251,0.2410641066450134,0.19288385326162136,0.009544494021362057,6.837966390919879e-13,0.0,0.0,0.0,1.0,,,,,,0.1928838532616952,DiagonalScanPath_3,Diagonal,3,evaluation,Hybrid previous censored representation,Previous censored representation
60-70%,60.0,70.0,250,0.25383347359035613,0.20010268996429112,-0.02894301553825744,7.143487910183658e-13,0.0,0.0,0.0,1.0,,,,,,0.20010268996435013,DiagonalScanPath_3,Diagonal,3,evaluation,Hybrid previous censored representation,Previous censored representation
70-80%,70.0,80.0,250,0.2593847972469551,0.21161189020037932,0.0033125912281159343,6.491385279378509e-13,0.0,0.0,0.0,1.0,,,,,,0.21161189020034982,DiagonalScanPath_3,Diagonal,3,evaluation,Hybrid previous censored representation,Previous censored representation
80-90%,80.0,90.0,250,0.2603857953185411,0.20730002334539221,-0.0006378939784253817,6.787795566108122e-13,0.0,0.0,0.0,1.0,,,,,,0.2073000233454529,DiagonalScanPath_3,Diagonal,3,evaluation,Hybrid previous censored representation,Previous censored representation
90-95%,90.0,95.0,125,0.3018252217511954,0.2053397435779075,-0.024274851019979452,0.00610414043472264,0.0,0.0214547079889403,0.008,0.992,-2.729845436789343,2.729845436789343,2.729845436789343,2.729845436789343,1.0,0.2018586805274411,DiagonalScanPath_3,Diagonal,3,evaluation,Hybrid previous censored representation,Previous censored representation
95-99%,95.0,99.0,100,0.4987064672853713,0.3463753442596334,0.12960839515348482,0.32727881119663815,0.46,1.253246647181789,0.54,0.46,-0.5882149668664876,1.151175078561891,0.8684853546588462,0.7907993951645577,0.05555555555555555,0.26868390827024924,DiagonalScanPath_3,Diagonal,3,evaluation,Hybrid previous censored representation,Previous censored representation
99-100%,99.0,100.0,25,10.17489385596419,5.34337541287467,-5.34337541287467,0.713837639875335,0.4,2.5592519802389417,1.0,0.0,7.585864802889197,12.57079081381474,7.585864802889197,3.2282008502593773,0.6,5.031414052362541,DiagonalScanPath_3,Diagonal,3,evaluation,Hybrid previous censored representation,Previous censored representation
0-10%,0.0,10.0,250,0.25755738157962416,0.2115027919130391,0.037812223866947305,6.908639759928656e-13,0.0,0.0,0.0,1.0,,,,,,0.2115027919129884,DiagonalScanPath_4,Diagonal,4,evaluation,Hybrid previous censored representation,Previous censored representation
10-20%,10.0,20.0,250,0.25824757541128013,0.20924067164554389,0.0007487515748557599,6.808316278266326e-13,0.0,0.0,0.0,1.0,,,,,,0.20924067164547808,DiagonalScanPath_4,Diagonal,4,evaluation,Hybrid previous censored representation,Previous censored representation
20-30%,20.0,30.0,250,0.25309082876854233,0.20633714263741149,-0.013390938077744977,7.077365615451666e-13,0.0,0.0,0.0,1.0,,,,,,0.20633714263746214,DiagonalScanPath_4,Diagonal,4,evaluation,Hybrid previous censored representation,Previous censored representation
30-40%,30.0,40.0,250,0.24959422834432832,0.19782093282189567,-0.025476303066810715,7.111566802382006e-13,0.0,0.0,0.0,1.0,,,,,,0.19782093282197621,DiagonalScanPath_4,Diagonal,4,evaluation,Hybrid previous censored representation,Previous censored representation
40-50%,40.0,50.0,250,0.23768992277423637,0.18722683677464533,-0.006153843129700135,7.084205852837734e-13,0.0,0.0,0.0,1.0,,,,,,0.18722683677473004,DiagonalScanPath_4,Diagonal,4,evaluation,Hybrid previous censored representation,Previous censored representation
50-60%,50.0,60.0,251,0.24039588847771937,0.1942214165220195,0.017456768574492618,7.180886658282516e-13,0.0,0.0,0.0,1.0,,,,,,0.19422141652204894,DiagonalScanPath_4,Diagonal,4,evaluation,Hybrid previous censored representation,Previous censored representation
60-70%,60.0,70.0,250,0.24696776729081352,0.19562403909863565,0.02209486921156281,7.109286723253317e-13,0.0,0.0,0.0,1.0,,,,,,0.19562403909863035,DiagonalScanPath_4,Diagonal,4,evaluation,Hybrid previous censored representation,Previous censored representation
70-80%,70.0,80.0,250,0.23216100337569204,0.18727619634701795,-0.026169376168252257,6.981602292046714e-13,0.0,0.0,0.0,1.0,,,,,,0.18727619634705317,DiagonalScanPath_4,Diagonal,4,evaluation,Hybrid previous censored representation,Previous censored representation
80-90%,80.0,90.0,250,0.25723659459872444,0.20771520896935863,0.009826682970755883,7.125247277154141e-13,0.0,0.0,0.0,1.0,,,,,,0.20771520896935133,DiagonalScanPath_4,Diagonal,4,evaluation,Hybrid previous censored representation,Previous censored representation
90-95%,90.0,95.0,125,0.2363133291033108,0.18803889399905574,-0.0021025993415028097,6.653270897515451e-13,0.0,0.0,0.0,1.0,,,,,,0.18803889399901413,DiagonalScanPath_4,Diagonal,4,evaluation,Hybrid previous censored representation,Previous censored representation
95-99%,95.0,99.0,100,0.7015737781259587,0.4793668599507703,0.32845542459117383,0.338247217922138,0.41,1.183380146571401,0.49,0.51,-0.9688569133169862,1.3057502852527332,1.1359702362933095,1.109578270289756,0.14285714285714285,0.3560162862220379,DiagonalScanPath_4,Diagonal,4,evaluation,Hybrid previous censored representation,Previous censored representation
99-100%,99.0,100.0,25,9.568082727665464,4.996749009963278,-4.996749009963278,0.9454035617727773,0.48,3.3892452819391177,1.0,0.0,4.833624249238996,7.513809872722416,4.833624249238996,2.2843181405520694,0.52,4.583503143209954,DiagonalScanPath_4,Diagonal,4,evaluation,Hybrid previous censored representation,Previous censored representation
0-10%,0.0,10.0,250,0.24607929813781318,0.1879558000477425,0.010837323077787233,6.954241342502442e-13,0.0,0.0,0.0,1.0,,,,,,0.18795580004776127,DiagonalScanPath_5,Diagonal,5,evaluation,Hybrid previous censored representation,Previous censored representation
10-20%,10.0,20.0,250,0.23641626118351955,0.19024050802110332,0.023154581301460895,7.293973132677152e-13,0.0,0.0,0.0,1.0,,,,,,0.1902405080211663,DiagonalScanPath_5,Diagonal,5,evaluation,Hybrid previous censored representation,Previous censored representation
20-30%,20.0,30.0,250,0.2576991010219012,0.2101984514718322,-0.004935902756246151,6.803756120008946e-13,0.0,0.0,0.0,1.0,,,,,,0.2101984514717792,DiagonalScanPath_5,Diagonal,5,evaluation,Hybrid previous censored representation,Previous censored representation
30-40%,30.0,40.0,250,0.25765616857922713,0.21183202126014952,-0.02491707219347677,6.956521421631132e-13,0.0,0.0,0.0,1.0,,,,,,0.21183202126022696,DiagonalScanPath_5,Diagonal,5,evaluation,Hybrid previous censored representation,Previous censored representation
40-50%,40.0,50.0,250,0.25799121343215875,0.19978645672428047,0.0035291018668863216,6.744474062663024e-13,0.0,0.0,0.0,1.0,,,,,,0.1997864567242603,DiagonalScanPath_5,Diagonal,5,evaluation,Hybrid previous censored representation,Previous censored representation
50-60%,50.0,60.0,251,0.2501333238471041,0.201768461097171,0.0028283597731128467,6.872031318141334e-13,0.0,0.0,0.0,1.0,,,,,,0.20176846109718027,DiagonalScanPath_5,Diagonal,5,evaluation,Hybrid previous censored representation,Previous censored representation
60-70%,60.0,70.0,250,0.23909640858172906,0.1969268315717227,-0.02473608783935333,6.637310343614626e-13,0.0,0.0,0.0,1.0,,,,,,0.19692683157165758,DiagonalScanPath_5,Diagonal,5,evaluation,Hybrid previous censored representation,Previous censored representation
70-80%,70.0,80.0,250,0.25195028387164375,0.20362006679324668,-0.002547603682615318,6.712552954861374e-13,0.0,0.0,0.0,1.0,,,,,,0.20362006679327668,DiagonalScanPath_5,Diagonal,5,evaluation,Hybrid previous censored representation,Previous censored representation
80-90%,80.0,90.0,250,0.2591418877035056,0.20294403892773472,0.002758329938456882,7.020363637234433e-13,0.0,0.0,0.0,1.0,,,,,,0.2029440389276986,DiagonalScanPath_5,Diagonal,5,evaluation,Hybrid previous censored representation,Previous censored representation
90-95%,90.0,95.0,125,0.23074671016883477,0.1831570800563727,-0.004967296673382862,6.844797544325354e-13,0.0,0.0,0.0,1.0,,,,,,0.18315708005646092,DiagonalScanPath_5,Diagonal,5,evaluation,Hybrid previous censored representation,Previous censored representation
95-99%,95.0,99.0,100,0.5667455974986951,0.4306737913511233,0.2111044269112199,0.3539997930061521,0.46,1.2465861206127289,0.58,0.42,-0.6942678798778258,1.2390931114075099,1.0089641400694584,0.850616381457531,0.10344827586206896,0.32256356391073865,DiagonalScanPath_5,Diagonal,5,evaluation,Hybrid previous censored representation,Previous censored representation
99-100%,99.0,100.0,25,10.532711588652727,5.698791627852636,-5.698791627852636,0.7472903601522752,0.36,2.5938439628298147,1.0,0.0,10.07694459254132,19.273731092936046,10.07694459254132,2.477746501935645,0.64,5.343587054509079,DiagonalScanPath_5,Diagonal,5,evaluation,Hybrid previous censored representation,Previous censored representation
0-10%,0.0,10.0,250,0.2512888836081387,0.20010480410461468,0.009627245426575427,7.189089492757442e-13,0.0,0.0,0.0,1.0,,,,,,0.20010480410461018,DiagonalScanPath_6,Diagonal,6,evaluation,Hybrid previous censored representation,Previous censored representation
10-20%,10.0,20.0,250,0.25022530353382477,0.19777456305335203,0.002872157387065954,7.104726564995937e-13,0.0,0.0,0.0,1.0,,,,,,0.1977745630533773,DiagonalScanPath_6,Diagonal,6,evaluation,Hybrid previous censored representation,Previous censored representation
20-30%,20.0,30.0,250,0.2710905131989931,0.21936384372781617,-0.005071766350225289,6.977042133789336e-13,0.0,0.0,0.0,1.0,,,,,,0.21936384372786763,DiagonalScanPath_6,Diagonal,6,evaluation,Hybrid previous censored representation,Previous censored representation
30-40%,30.0,40.0,250,0.24239244469437968,0.1930444131872582,-0.006548776726422602,6.703432638346617e-13,0.0,0.0,0.0,1.0,,,,,,0.19304441318718177,DiagonalScanPath_6,Diagonal,6,evaluation,Hybrid previous censored representation,Previous censored representation
40-50%,40.0,50.0,250,0.24403999502960577,0.19688416894677901,-0.0015699041199286512,6.808316278266326e-13,0.0,0.0,0.0,1.0,,,,,,0.1968841689467439,DiagonalScanPath_6,Diagonal,6,evaluation,Hybrid previous censored representation,Previous censored representation
50-60%,50.0,60.0,251,0.2424911332399077,0.19193393307647016,0.010409011378118452,6.65174478877593e-13,0.0,0.0,0.0,1.0,,,,,,0.1919339330764234,DiagonalScanPath_6,Diagonal,6,evaluation,Hybrid previous censored representation,Previous censored representation
60-70%,60.0,70.0,250,0.24984952564594579,0.202313507065247,-0.007785378040911383,6.979322212918025e-13,0.0,0.0,0.0,1.0,,,,,,0.2023135070652321,DiagonalScanPath_6,Diagonal,6,evaluation,Hybrid previous censored representation,Previous censored representation
70-80%,70.0,80.0,250,0.25276887495861505,0.19988372721387554,-0.001781818226576661,6.983882371175403e-13,0.0,0.0,0.0,1.0,,,,,,0.19988372721385925,DiagonalScanPath_6,Diagonal,6,evaluation,Hybrid previous censored representation,Previous censored representation
80-90%,80.0,90.0,250,0.2577554391543619,0.2054974374428716,0.017760651974508164,6.981602292046714e-13,0.0,0.0,0.0,1.0,,,,,,0.20549743744292226,DiagonalScanPath_6,Diagonal,6,evaluation,Hybrid previous censored representation,Previous censored representation
90-95%,90.0,95.0,125,0.22877568569347204,0.18153100551727083,-0.031038177523975263,6.894959285156521e-13,0.0,0.0,0.0,1.0,,,,,,0.18153100551733234,DiagonalScanPath_6,Diagonal,6,evaluation,Hybrid previous censored representation,Previous censored representation
95-99%,95.0,99.0,100,0.5937251668180794,0.44466802524730553,0.2901702735722057,0.5010770632828205,0.48,1.7638917160120884,0.54,0.46,-0.7553806473170305,1.0342534660257652,0.8152109158792669,0.6915119705587711,0.037037037037037035,0.318268370615469,DiagonalScanPath_6,Diagonal,6,evaluation,Hybrid previous censored representation,Previous censored representation
99-100%,99.0,100.0,25,10.91087742594442,5.81252552270505,-5.673234180019649,0.9435671256686038,0.44,3.5149243392868037,1.0,0.0,9.082076730362811,18.005030009065653,9.165790464466014,3.0582798249655636,0.64,5.525889906165881,DiagonalScanPath_6,Diagonal,6,evaluation,Hybrid previous censored representation,Previous censored representation
0-10%,0.0,10.0,250,0.2577909230393331,0.20062972921063102,-0.010037434602941176,6.696592400960549e-13,0.0,0.0,0.0,1.0,,,,,,0.20062972921062647,DiagonalScanPath_7,Diagonal,7,evaluation,Hybrid previous censored representation,Previous censored representation
10-20%,10.0,20.0,250,0.26042396915352994,0.2127890069946277,-0.028257920695390338,6.878998731255695e-13,0.0,0.0,0.0,1.0,,,,,,0.21278900699455316,DiagonalScanPath_7,Diagonal,7,evaluation,Hybrid previous censored representation,Previous censored representation
20-30%,20.0,30.0,250,0.2570497151841279,0.20373640635904894,0.005238042950250928,6.609949394070354e-13,0.0,0.0,0.0,1.0,,,,,,0.20373640635902654,DiagonalScanPath_7,Diagonal,7,evaluation,Hybrid previous censored representation,Previous censored representation
30-40%,30.0,40.0,250,0.24759500085491282,0.19963201583692466,0.0020860354816661583,6.584868523654771e-13,0.0,0.0,0.0,1.0,,,,,,0.19963201583685133,DiagonalScanPath_7,Diagonal,7,evaluation,Hybrid previous censored representation,Previous censored representation
40-50%,40.0,50.0,250,0.2429955509354978,0.199535712167072,0.012535780821896197,6.710272875732685e-13,0.0,0.0,0.0,1.0,,,,,,0.1995357121670741,DiagonalScanPath_7,Diagonal,7,evaluation,Hybrid previous censored representation,Previous censored representation
50-60%,50.0,60.0,251,0.2834606021212356,0.21982511077789987,-0.0023890461137498786,6.994665056138568e-13,0.0,0.0,0.0,1.0,,,,,,0.21982511077790642,DiagonalScanPath_7,Diagonal,7,evaluation,Hybrid previous censored representation,Previous censored representation
60-70%,60.0,70.0,250,0.2496954008620845,0.20106161759146948,0.020610791549214583,6.874438572998316e-13,0.0,0.0,0.0,1.0,,,,,,0.2010616175914685,DiagonalScanPath_7,Diagonal,7,evaluation,Hybrid previous censored representation,Previous censored representation
70-80%,70.0,80.0,250,0.243431272519491,0.18844700730247382,-0.0020784041101330787,6.719393192247441e-13,0.0,0.0,0.0,1.0,,,,,,0.1884470073023602,DiagonalScanPath_7,Diagonal,7,evaluation,Hybrid previous censored representation,Previous censored representation
80-90%,80.0,90.0,250,0.24969583795334838,0.20221959310382204,-0.026070175865112333,6.979322212918024e-13,0.0,0.0,0.0,1.0,,,,,,0.20221959310381302,DiagonalScanPath_7,Diagonal,7,evaluation,Hybrid previous censored representation,Previous censored representation
90-95%,90.0,95.0,125,0.24623511727313022,0.20080405320555064,-0.0012686612449092536,7.195929730143512e-13,0.0,0.0,0.0,1.0,,,,,,0.20080405320554756,DiagonalScanPath_7,Diagonal,7,evaluation,Hybrid previous censored representation,Previous censored representation
95-99%,95.0,99.0,100,0.6477102243884012,0.47924202116107323,0.05551928239461233,0.26611194620304723,0.38,0.9893518965019945,0.55,0.45,-0.030226230349625977,1.978629427624004,1.6055341137942118,1.4914146264565395,0.34545454545454546,0.3763924520606071,DiagonalScanPath_7,Diagonal,7,evaluation,Hybrid previous censored representation,Previous censored representation
99-100%,99.0,100.0,25,11.244151627738665,6.48878339049611,-6.48878339049611,0.5095366944923402,0.04,1.8241682738596956,1.0,0.0,13.028153430340566,21.008492814750355,13.028153430340566,8.385007045726423,0.96,6.20293555629781,DiagonalScanPath_7,Diagonal,7,evaluation,Hybrid previous censored representation,Previous censored representation
0-10%,0.0,10.0,250,0.2684372351930879,0.21066720247533727,0.004869089803423094,7.006683162462296e-13,0.0,0.0,0.0,1.0,,,,,,0.21066720247532855,DiagonalScanPath_8,Diagonal,8,development,Hybrid previous censored representation,Previous censored representation
10-20%,10.0,20.0,250,0.2363479598770915,0.1912254408060278,0.008731598142769826,6.806036199137637e-13,0.0,0.0,0.0,1.0,,,,,,0.19122544080605752,DiagonalScanPath_8,Diagonal,8,development,Hybrid previous censored representation,Previous censored representation
20-30%,20.0,30.0,250,0.24659644694354993,0.20075409412438786,0.016623539053190597,6.721673271376131e-13,0.0,0.0,0.0,1.0,,,,,,0.20075409412443868,DiagonalScanPath_8,Diagonal,8,development,Hybrid previous censored representation,Previous censored representation
30-40%,30.0,40.0,250,0.25753361251981005,0.20427284781002528,-0.0025213616830669708,6.737633825276956e-13,0.0,0.0,0.0,1.0,,,,,,0.2042728478100435,DiagonalScanPath_8,Diagonal,8,development,Hybrid previous censored representation,Previous censored representation
40-50%,40.0,50.0,250,0.25450516387658717,0.2012642152296312,-0.00908825811716406,6.575748207140014e-13,0.0,0.0,0.0,1.0,,,,,,0.20126421522963447,DiagonalScanPath_8,Diagonal,8,development,Hybrid previous censored representation,Previous censored representation
50-60%,50.0,60.0,251,0.24628944257895355,0.19623544096241227,0.003264624935455057,7.214951585503971e-13,0.0,0.0,0.0,1.0,,,,,,0.19623544096243944,DiagonalScanPath_8,Diagonal,8,development,Hybrid previous censored representation,Previous censored representation
60-70%,60.0,70.0,250,0.24159141161389777,0.1922139450617276,0.004729555308438876,7.120687118896763e-13,0.0,0.0,0.0,1.0,,,,,,0.19221394506170497,DiagonalScanPath_8,Diagonal,8,development,Hybrid previous censored representation,Previous censored representation
70-80%,70.0,80.0,250,0.26122071473130304,0.2037603082404794,0.0013602207479880236,7.040884349392637e-13,0.0,0.0,0.0,1.0,,,,,,0.20376030824050134,DiagonalScanPath_8,Diagonal,8,development,Hybrid previous censored representation,Previous censored representation
80-90%,80.0,90.0,250,0.25977786338607384,0.20939387280445498,0.020455205507623305,6.931440551215549e-13,0.0,0.0,0.0,1.0,,,,,,0.20939387280440205,DiagonalScanPath_8,Diagonal,8,development,Hybrid previous censored representation,Previous censored representation
90-95%,90.0,95.0,125,0.2631509376676652,0.22172323620390125,0.0004607298425253248,6.780955328722054e-13,0.0,0.0,0.0,1.0,,,,,,0.2217232362039105,DiagonalScanPath_8,Diagonal,8,development,Hybrid previous censored representation,Previous censored representation
95-99%,95.0,99.0,100,0.8293642792505185,0.5991070906126498,0.3876117703780284,0.4121574717225351,0.36,1.4014225384688541,0.52,0.48,-1.040593333692972,1.4703799699569517,1.258774581006345,1.1835056939410604,0.17307692307692307,0.45802916406661964,DiagonalScanPath_8,Diagonal,8,development,Hybrid previous censored representation,Previous censored representation
99-100%,99.0,100.0,25,10.745859489892238,6.068553268399301,-6.068553268399301,0.9669012252591639,0.28,3.105062799253003,1.0,0.0,7.222415256064253,11.935174263085036,7.222415256064253,4.6863967822367885,0.72,5.625951050357287,DiagonalScanPath_8,Diagonal,8,development,Hybrid previous censored representation,Previous censored representation
0-10%,0.0,10.0,250,0.25012740669411887,0.1990576538570747,0.005761834601547207,6.847077623454044e-13,0.0,0.0,0.0,1.0,,,,,,0.19905765385711136,HorizontalScanPath_1,Horizontal,1,evaluation,Hybrid previous censored representation,Previous censored representation
10-20%,10.0,20.0,250,0.24455783350262014,0.19625570519948451,0.0014430190922530529,7.079645694580355e-13,0.0,0.0,0.0,1.0,,,,,,0.19625570519944874,HorizontalScanPath_1,Horizontal,1,evaluation,Hybrid previous censored representation,Previous censored representation
20-30%,20.0,30.0,250,0.251897792263563,0.20282080069892708,0.010371783343626248,6.82883699042453e-13,0.0,0.0,0.0,1.0,,,,,,0.20282080069894942,HorizontalScanPath_1,Horizontal,1,evaluation,Hybrid previous censored representation,Previous censored representation
30-40%,30.0,40.0,250,0.24661516064662262,0.19517064693039105,-0.011468414621605688,6.867598335612248e-13,0.0,0.0,0.0,1.0,,,,,,0.1951706469304043,HorizontalScanPath_1,Horizontal,1,evaluation,Hybrid previous censored representation,Previous censored representation
40-50%,40.0,50.0,250,0.26335870266556877,0.21362997831973576,-0.015329343509152068,6.409302430745694e-13,0.0,0.0,0.0,1.0,,,,,,0.21362997831976974,HorizontalScanPath_1,Horizontal,1,evaluation,Hybrid previous censored representation,Previous censored representation
50-60%,50.0,60.0,251,0.2630678225269607,0.20946166245054867,0.004221078606082233,6.921993211399466e-13,0.0,0.0,0.0,1.0,,,,,,0.20946166245051934,HorizontalScanPath_1,Horizontal,1,evaluation,Hybrid previous censored representation,Previous censored representation
