trajectory,family,run_index,role,method,field_excess_rel_l2,overall_rmse_K,overall_mae_K,overall_signed_error_K,overall_crps_K,top_1pct_rmse_K,top_1pct_mae_K,top_1pct_signed_error_K,top_1pct_crps_K,top_1pct_coverage_95,top_1pct_interval_width_95_K,peak_absolute_error_K,mean_posterior_sd_K
HorizontalScanPath_6,Horizontal,6,evaluation,Posterior physics mean + sequential advective ST,0.46939455457793033,0.48091102016294124,0.17404157174475746,0.02331530303150268,0.20547060333793843,4.333620623171927,3.1463364084589625,-3.1463364084589625,2.7351963011537026,0.36,3.097889009040318,8.33485550251595,0.6606453593497079
HorizontalScanPath_6,Horizontal,6,evaluation,Advective posterior mean + sequential advective ST,0.4623183051268789,0.4736611568885524,0.16203706701676665,0.021049838948732687,0.20155339298591574,4.337466552500489,3.1532623943629075,-3.1532623943629075,2.7537804512834425,0.36,3.0147989272250286,8.507899174622992,0.6605892188444441
HorizontalScanPath_6,Horizontal,6,evaluation,Posterior-sample mixture sequential advective ST,0.46972928112088885,0.4812539591290622,0.17405304476663785,0.02325564166447996,0.20513246433205162,4.337390304610863,3.148145925363967,-3.148145925363967,2.7237681019477566,0.32,3.103735767684982,8.34583496581979,0.6610462664022365
HorizontalScanPath_7,Horizontal,7,evaluation,Posterior physics mean + sequential ST,0.463575219229088,0.49493120738507324,0.19283490018705987,0.036311571063129156,0.21273558218862118,4.208778156365511,3.0198605548949784,-2.8548966913882645,2.546100082169571,0.52,3.8266108131795455,11.23855806444891,0.6672266581347966
HorizontalScanPath_7,Horizontal,7,evaluation,Posterior physics mean + sequential advective ST,0.4693342820420529,0.5010798102292184,0.19402798025644494,0.03264530899700615,0.21454280123131866,4.288328574565145,3.106829224296171,-2.957189067471095,2.6560923112047425,0.48,3.6615463672038415,11.312058345091145,0.6664259897496916
HorizontalScanPath_7,Horizontal,7,evaluation,Advective posterior mean + sequential advective ST,0.45019635241438477,0.48064740093602126,0.17622040201996605,0.034711638954587336,0.2071746323834822,4.197668845966852,2.9953196312193087,-2.8731425598866416,2.555409353441767,0.48,3.661546367203839,11.411910505509013,0.6664259897496916
HorizontalScanPath_7,Horizontal,7,evaluation,Posterior-sample mixture sequential advective ST,0.45376649085780474,0.48445902169795957,0.193841110930097,0.04197916554026281,0.21373777075085054,4.033468606723794,2.8415058411713017,-2.6996804048962715,2.4326796179351846,0.44,3.303371143408799,11.041898170365755,0.663265967036094
HorizontalScanPath_8,Horizontal,8,evaluation,Posterior physics mean + sequential ST,0.41702269470109843,0.4602392691935132,0.186005518000734,0.05804747147841908,0.20775717900922225,3.821669802414015,2.5199659703465387,-2.4902763868932696,2.093561117653994,0.68,3.787436088816262,12.19684788941538,0.666843088716755
HorizontalScanPath_8,Horizontal,8,evaluation,Posterior physics mean + sequential advective ST,0.4171544945508014,0.46038472762366084,0.1859893377731673,0.05782657530952864,0.20798979919857985,3.8256426792064313,2.5246387149889573,-2.4948931394028273,2.1010431746809806,0.72,3.7169273901358384,12.211238737773272,0.6662927805675202
HorizontalScanPath_8,Horizontal,8,evaluation,Advective posterior mean + sequential advective ST,0.4120885451818326,0.45479378769408046,0.17751905040752497,0.05682530522533587,0.20378625060452632,3.845682774722279,2.5320746438233823,-2.507688002038874,2.0982803152694554,0.68,3.6977681880870477,12.246498729791256,0.6662383977897938
