trajectory,method,region,rmse_K_rerun,mae_K_rerun,signed_error_K_rerun,crps_K_rerun,coverage_95_rerun,interval_width_95_K_rerun,posterior_sd_K_rerun,rmse_K_saved,mae_K_saved,signed_error_K_saved,crps_K_saved,coverage_95_saved,interval_width_95_K_saved,posterior_sd_K_saved,rmse_K_difference,mae_K_difference,signed_error_K_difference,crps_K_difference,coverage_95_difference,interval_width_95_K_difference,posterior_sd_K_difference
DiagonalScanPath_2,full-posterior mixture sequential advective stochastic ST,overall,0.5220289557598506,0.18784049903969846,0.04400977181917255,0.21215732428285944,0.9916033586565374,2.5321615206826196,0.6601968024849122,0.5220289557598506,0.1878404990396984,0.0440097718191725,0.2121573242828594,0.9916033586565374,2.5321615206826196,0.6601968024849122,0.0,5.551115123125783e-17,5.551115123125783e-17,2.7755575615628914e-17,0.0,0.0,0.0
DiagonalScanPath_2,posterior physics mean + RBF,Q1,0.19795399302215394,0.14785205676262997,0.07171724369302243,0.7048252900470223,1.0,11.42829034669155,2.9871319749439253,0.1979539930221539,0.1478520567626299,0.0717172436930224,0.7048252900470223,1.0,11.42829034669155,2.9871319749439253,2.7755575615628914e-17,5.551115123125783e-17,2.7755575615628914e-17,0.0,0.0,0.0,0.0
DiagonalScanPath_2,posterior physics mean + RBF,Q2,0.21142410277734017,0.15401176296382418,0.07535210100086388,0.6992365266680621,1.0,11.334242133336401,2.9608215077822213,0.2114241027773401,0.1540117629638241,0.0753521010008638,0.6992365266680621,1.0,11.3342421333364,2.9608215077822213,5.551115123125783e-17,8.326672684688674e-17,8.326672684688674e-17,0.0,0.0,1.7763568394002505e-15,0.0
DiagonalScanPath_2,posterior physics mean + RBF,Q3,0.2017260941730958,0.14420860613685862,0.09550180658631534,0.7071351321764224,1.0,11.484384990095966,2.9896741330057326,0.2017260941730958,0.1442086061368586,0.0955018065863153,0.7071351321764224,1.0,11.484384990095966,2.9896741330057326,0.0,2.7755575615628914e-17,4.163336342344337e-17,0.0,0.0,0.0,0.0
DiagonalScanPath_2,posterior physics mean + RBF,Q4,1.0204877215871542,0.3976341696738432,-0.0514754373001234,0.8046334169447728,0.9936,11.624610544558376,3.0346049819271106,1.0204877215871542,0.3976341696738432,-0.0514754373001234,0.8046334169447728,0.9936,11.624610544558376,3.0346049819271106,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DiagonalScanPath_2,posterior physics mean + RBF,top_1pct,4.663179348882846,3.6108705912424104,-2.785070738795431,2.5546812764859603,0.8461538461538461,12.33882522398084,3.26094065868707,4.663179348882846,3.6108705912424104,-2.785070738795431,2.5546812764859603,0.8461538461538461,12.33882522398084,3.26094065868707,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DiagonalScanPath_2,posterior physics mean + RBF,above_camera_ceiling,2.794710700593225,1.6119387135173715,-0.8178856921516298,1.4124691677417236,0.9473684210526315,12.09488155190808,3.1679621932391906,2.794710700593225,1.6119387135173715,-0.8178856921516298,1.4124691677417236,0.9473684210526316,12.09488155190808,3.1679621932391906,0.0,0.0,0.0,0.0,-1.1102230246251565e-16,0.0,0.0
DiagonalScanPath_2,posterior physics mean + RBF,overall,0.5398080701550992,0.2109014291353399,0.047783501991700096,0.7289479423981295,0.9984006397441023,11.467866173339916,2.9930557798927677,0.5398080701550992,0.2109014291353399,0.0477835019917,0.7289479423981295,0.9984006397441024,11.467866173339916,2.9930557798927677,0.0,0.0,9.71445146547012e-17,0.0,-1.1102230246251565e-16,0.0,0.0
DiagonalScanPath_3,full-posterior mixture sequential advective stochastic ST,Q1,0.17104783799729437,0.11660237973711483,0.07780197253788647,0.17245912372883557,1.0,2.526105419869275,0.6621680871110571,0.1710478379972943,0.1166023797371148,0.0778019725378864,0.1724591237288355,1.0,2.526105419869275,0.6621680871110571,5.551115123125783e-17,2.7755575615628914e-17,6.938893903907228e-17,5.551115123125783e-17,0.0,0.0,0.0
DiagonalScanPath_3,full-posterior mixture sequential advective stochastic ST,Q2,0.18929934594216571,0.12778116996937824,0.08486603537334722,0.17530357372772298,1.0,2.486234663341455,0.6499833589349185,0.1892993459421657,0.1277811699693782,0.0848660353733472,0.1753035737277229,1.0,2.486234663341455,0.6499833589349185,2.7755575615628914e-17,5.551115123125783e-17,1.3877787807814457e-17,8.326672684688674e-17,0.0,0.0,0.0
