trajectory,role,method,region,n_pixels,true_temperature_min_K,true_temperature_max_K,true_temperature_mean_K,rmse_K,mae_K,signed_error_K,crps_K,coverage_95,interval_width_95_K,posterior_sd_K
HorizontalScanPath_13,calibration,mean-only sequential advective stochastic ST,Q3,625,293.1528626669157,293.32164818016247,293.1973323747428,0.18789291744682604,0.13597590074199806,0.045534245661661865,0.17595231067246145,1.0,2.5164879336699513,0.6577438178760463
HorizontalScanPath_13,calibration,mean-only sequential advective stochastic ST,Q4,625,293.32295990100715,319.1296936365724,294.7482286176586,0.9562338504456844,0.38228069448428986,-0.041280025036106144,0.33604211820040536,0.944,2.5413098013683966,0.6633824413869829
HorizontalScanPath_13,calibration,mean-only sequential advective stochastic ST,top_1pct,26,298.79563741755146,319.1296936365724,301.52301989901946,4.1818596578435185,2.7898380805053367,-2.734309625138127,2.4634915518707152,0.34615384615384615,2.7331864904862253,0.7078131723924361
HorizontalScanPath_13,calibration,mean-only sequential advective stochastic ST,above_camera_ceiling,76,296.4959614680289,319.1296936365724,298.7267108354419,2.6204880057237143,1.5697778537007199,-0.452859555715873,1.297251455523406,0.5789473684210527,2.604496285207937,0.674735314776538
HorizontalScanPath_13,calibration,mean-only sequential advective stochastic ST,overall,2501,293.1449609017077,319.1296936365724,293.5612421937795,0.5026737242471948,0.19118070305611573,0.03217441899059028,0.21433813920126826,0.9860055977608957,2.517882438989245,0.6579526780214497
HorizontalScanPath_13,calibration,moment-matched sequential advective stochastic ST,Q1,626,293.1449609017077,293.15000009115334,293.14971717704884,0.1728031247375489,0.12117787227755024,0.04597946434021799,0.1705493749903293,1.0,2.490028622094719,0.6501722677947728
HorizontalScanPath_13,calibration,moment-matched sequential advective stochastic ST,Q2,625,293.15000009282215,293.15286031961045,293.1503490456947,0.17757302487172816,0.1254004675058548,0.07844242507233376,0.1726621446266712,1.0,2.522275062479165,0.6605246838217894
HorizontalScanPath_13,calibration,moment-matched sequential advective stochastic ST,Q3,625,293.1528626669157,293.32164818016247,293.1973323747428,0.18791800409775666,0.13599509038105015,0.04556189798758869,0.17553544199547838,1.0,2.519110785913103,0.6577439354150054
HorizontalScanPath_13,calibration,moment-matched sequential advective stochastic ST,Q4,625,293.32295990100715,319.1296936365724,294.7482286176586,0.9453639069520676,0.3694446043600793,-0.0788604139030861,0.3212490902800571,0.9712,2.689120037232278,0.7020767580833235
HorizontalScanPath_13,calibration,moment-matched sequential advective stochastic ST,top_1pct,26,298.79563741755146,319.1296936365724,301.52301989901946,4.282653049001441,3.0534087503734915,-3.0534087503734915,2.5848408420361246,0.46153846153846156,3.8632090441968545,1.0119585921468168
HorizontalScanPath_13,calibration,moment-matched sequential advective stochastic ST,above_camera_ceiling,76,296.4959614680289,319.1296936365724,298.7267108354419,2.60176544955562,1.5025494536780577,-0.7731182842369652,1.198204296646997,0.7763157894736842,3.7441753660118384,0.9759374199520089
HorizontalScanPath_13,calibration,moment-matched sequential advective stochastic ST,overall,2501,293.1449609017077,319.1296936365724,293.5612421937795,0.49751154283302446,0.18797778866457882,0.02279011911235473,0.20998323942735922,0.9928028788484606,2.555107595340518,0.6676224312133554
HorizontalScanPath_13,calibration,full-posterior mixture sequential advective stochastic ST,Q1,626,293.1449609017077,293.15000009115334,293.14971717704884,0.1728031686312594,0.1211779358822683,0.045979666456576224,0.17131457935479116,1.0,2.4872171683313553,0.6501722404750209
HorizontalScanPath_13,calibration,full-posterior mixture sequential advective stochastic ST,Q2,625,293.15000009282215,293.15286031961045,293.1503490456947,0.1775730365721775,0.1254004768103022,0.07844241848998126,0.1730578897215059,1.0,2.5317071495537995,0.660524661089956
HorizontalScanPath_13,calibration,full-posterior mixture sequential advective stochastic ST,Q3,625,293.1528626669157,293.32164818016247,293.1973323747428,0.18792922678358281,0.13600317528573397,0.045574160756615675,0.1746392178957575,1.0,2.514014493608466,0.657743883499408
HorizontalScanPath_13,calibration,full-posterior mixture sequential advective stochastic ST,Q4,625,293.32295990100715,319.1296936365724,294.7482286176586,0.9522218435477289,0.3677772523052132,-0.09565038127277821,0.32428275686885283,0.9712,2.6707505796949684,0.6946129285166358
HorizontalScanPath_13,calibration,full-posterior mixture sequential advective stochastic ST,top_1pct,26,298.79563741755146,319.1296936365724,301.52301989901946,4.351770569865683,3.194472477316026,-3.194472477316026,2.759238362302175,0.4230769230769231,3.759019784360611,0.9501157851668185
HorizontalScanPath_13,calibration,full-posterior mixture sequential advective stochastic ST,above_camera_ceiling,76,296.4959614680289,319.1296936365724,298.7267108354419,2.626353319254945,1.5019354754431917,-0.91191558943644,1.227190823100165,0.7763157894736842,3.601302760913473,0.9184904211500197
HorizontalScanPath_13,calibration,full-posterior mixture sequential advective stochastic ST,overall,2501,293.1449609017077,319.1296936365724,293.5612421937795,0.5007702806959183,0.18756315598283918,0.018597419006578738,0.21080781366650214,0.9928028788484606,2.5508968759141144,0.6657571944136796
HorizontalScanPath_13,calibration,posterior physics mean + RBF,Q1,626,293.1449609017077,293.15000009115334,293.14971717704884,0.19830505178584276,0.14188595657443234,0.02564456836622427,0.6945022826911852,1.0,11.165447648853492,2.929572011918032
HorizontalScanPath_13,calibration,posterior physics mean + RBF,Q2,625,293.15000009282215,293.15286031961045,293.1503490456947,0.19866329266927407,0.14299376256807964,0.07212590342499815,0.713664316776008,1.0,11.597149938630798,3.0155817445039284
HorizontalScanPath_13,calibration,posterior physics mean + RBF,Q3,625,293.1528626669157,293.32164818016247,293.1973323747428,0.2082471376906229,0.1526596968540269,0.03545996220848465,0.7069663512599569,1.0,11.469785516381211,2.993624741680753
HorizontalScanPath_13,calibration,posterior physics mean + RBF,Q4,625,293.32295990100715,319.1296936365724,294.7482286176586,0.986698331043439,0.40957863575362446,-0.026039297397971495,0.7984348822998967,0.9952,11.583515090583745,3.0359711204610607
HorizontalScanPath_13,calibration,posterior physics mean + RBF,top_1pct,26,298.79563741755146,319.1296936365724,301.52301989901946,4.181435834776753,2.7936552614044277,-2.7052927992239426,2.1668536860424137,0.8846153846153846,12.948044103891721,3.3770315224160132
HorizontalScanPath_13,calibration,posterior physics mean + RBF,above_camera_ceiling,76,296.4959614680289,319.1296936365724,298.7267108354419,2.6912938320754227,1.6532894410369772,-0.36781112182068093,1.357691830475979,0.9605263157894737,11.728795819840434,3.0902944235650502
HorizontalScanPath_13,calibration,posterior physics mean + RBF,overall,2501,293.1449609017077,319.1296936365724,293.5612421937795,0.5232965796733852,0.2117515666934932,0.026797323048560962,0.7283784078067155,0.9988004798080767,11.453859183998253,2.993661768738215
SpiralScanPath_1,evaluation,mean-only sequential advective stochastic ST,Q1,626,293.1492591037771,293.1499999999702,293.1499917318797,0.18166478921860718,0.12093475928365963,0.06751417480973104,0.17623052404535688,1.0,2.5628876645388123,0.6658893443752797
SpiralScanPath_1,evaluation,mean-only sequential advective stochastic ST,Q2,626,293.14999999997093,293.14999999999793,293.1499999999943,0.17804629365596006,0.1237645982134541,0.06478143425475912,0.17192475197567023,1.0,2.4969512469468773,0.6543192490822124
SpiralScanPath_1,evaluation,mean-only sequential advective stochastic ST,Q3,624,293.149999999998,293.1500000286263,293.1500000032168,0.16369219737047275,0.11112069623271928,0.042147085408396325,0.16813814498641516,1.0,2.494050248458398,0.6540260985697965
SpiralScanPath_1,evaluation,mean-only sequential advective stochastic ST,Q4,625,293.1500000294361,333.10510445751316,293.72716586291546,0.8691243451803532,0.2854571068973963,-0.04724344543206953,0.29778136484302686,0.9696,2.5275001113964994,0.6604240134500325
SpiralScanPath_1,evaluation,mean-only sequential advective stochastic ST,top_1pct,26,295.9894854126253,333.10510445751316,300.85951592790093,4.103902565516869,3.1938640219972045,-2.3693218426229916,2.866293083014145,0.3076923076923077,2.622651312908361,0.6899590225811347
SpiralScanPath_1,evaluation,mean-only sequential advective stochastic ST,above_camera_ceiling,76,294.5644045668491,333.10510445751316,297.1224844916586,2.4334959325819954,1.331288357420503,-0.6673099413206267,1.1646055704596896,0.75,2.6678538373628644,0.690025561750157
SpiralScanPath_1,evaluation,mean-only sequential advective stochastic ST,overall,2501,293.1492591037771,333.10510445751316,293.2942317035116,0.4600534899222122,0.16030859818204027,0.031823142412701594,0.20350929959519304,0.9924030387844862,2.5203654871055154,0.6586676822943676
SpiralScanPath_1,evaluation,moment-matched sequential advective stochastic ST,Q1,626,293.1492591037771,293.1499999999702,293.1499917318797,0.1816607713770886,0.12092884095990927,0.06750723393723232,0.17530301320141067,1.0,2.5541318893212237,0.6658896597369925
SpiralScanPath_1,evaluation,moment-matched sequential advective stochastic ST,Q2,626,293.14999999997093,293.14999999999793,293.1499999999943,0.17804628950742915,0.12376459289674731,0.0647814397687954,0.17236191198122533,1.0,2.5020710502554957,0.6543192595860005
SpiralScanPath_1,evaluation,moment-matched sequential advective stochastic ST,Q3,624,293.149999999998,293.1500000286263,293.1500000032168,0.163692190043216,0.11112069073925723,0.04214709443366843,0.1689018731631979,1.0,2.4983866336753455,0.6540261090867386
SpiralScanPath_1,evaluation,moment-matched sequential advective stochastic ST,Q4,625,293.1500000294361,333.10510445751316,293.72716586291546,0.8472130992614435,0.28541735339110336,-0.021045990262757094,0.2927226050948794,0.9712,2.60839476068503,0.6815282734875014
SpiralScanPath_1,evaluation,moment-matched sequential advective stochastic ST,top_1pct,26,295.9894854126253,333.10510445751316,300.85951592790093,3.966185528297766,3.026369833061457,-2.1110674909091993,2.6569431278911346,0.34615384615384615,3.516248140254832,0.9062808969394797
SpiralScanPath_1,evaluation,moment-matched sequential advective stochastic ST,above_camera_ceiling,76,294.5644045668491,333.10510445751316,297.1224844916586,2.36887663466111,1.333653627898572,-0.4858103573902841,1.126700582777071,0.7631578947368421,3.216558014212364,0.8409681483261592
SpiralScanPath_1,evaluation,moment-matched sequential advective stochastic ST,overall,2501,293.1492591037771,333.10510445751316,293.2942317035116,0.44972306310295057,0.1602971797221124,0.03836815383940794,0.20231293090862265,0.9928028788484606,2.540752908843097,0.6639417219096388
SpiralScanPath_1,evaluation,full-posterior mixture sequential advective stochastic ST,Q1,626,293.1492591037771,293.1499999999702,293.1499917318797,0.1816593541299811,0.12092672894019382,0.06750480724719109,0.17440285991600038,1.0,2.543244931953969,0.6658896576161377
SpiralScanPath_1,evaluation,full-posterior mixture sequential advective stochastic ST,Q2,626,293.14999999997093,293.14999999999793,293.1499999999943,0.17804629357412716,0.12376459816532172,0.06478143419644684,0.1721560010904742,1.0,2.504892114983405,0.6543192490822125
SpiralScanPath_1,evaluation,full-posterior mixture sequential advective stochastic ST,Q3,624,293.149999999998,293.1500000286263,293.1500000032168,0.16369219614291416,0.11112069717008666,0.0421470883441431,0.1701968061167179,1.0,2.4951352609766855,0.6540260985700683
SpiralScanPath_1,evaluation,full-posterior mixture sequential advective stochastic ST,Q4,625,293.1500000294361,333.10510445751316,293.72716586291546,0.8504318588390701,0.2853398095795713,-0.02359005228282358,0.2942946609402449,0.9728,2.631575339901367,0.6861249699576941
SpiralScanPath_1,evaluation,full-posterior mixture sequential advective stochastic ST,top_1pct,26,295.9894854126253,333.10510445751316,300.85951592790093,3.9857356674859354,3.0438348560323005,-2.1367720929439713,2.6678290167280663,0.38461538461538464,3.7134180051523495,0.9662235722119912
SpiralScanPath_1,evaluation,full-posterior mixture sequential advective stochastic ST,above_camera_ceiling,76,294.5644045668491,333.10510445751316,297.1224844916586,2.3786599981147303,1.3339230913908109,-0.5019325508386548,1.1323531062238186,0.7763157894736842,3.321698354725909,0.8721129086155901
SpiralScanPath_1,evaluation,full-posterior mixture sequential advective stochastic ST,overall,2501,293.1492591037771,333.10510445751316,293.2942317035116,0.45123855885091835,0.16027727580544537,0.037731782324549344,0.20275202602740428,0.9932027189124351,2.543715626417674,0.6650904307574765
SpiralScanPath_1,evaluation,posterior physics mean + RBF,Q1,626,293.1492591037771,293.1499999999702,293.1499917318797,0.19313036646859894,0.13482827019559857,0.05381879758528375,0.723283904970766,1.0,11.747323476184592,3.0599939064466444
SpiralScanPath_1,evaluation,posterior physics mean + RBF,Q2,626,293.14999999997093,293.14999999999793,293.1499999999943,0.19480637326078135,0.14039948710927266,0.049515108469680845,0.7019946109929042,1.0,11.336233977038374,2.9624777616630427
