trajectory,method,diffusivity_m2_s,cooling_rate_1_s,signal_sd_K,source_coupling,n_frames,n_observations,n_saturated,threshold_K,excess_field_rel_l2,hot_region_rel_l2,peak_true_K,peak_predicted_K,peak_absolute_error_K,posterior_sd_at_true_peak_K,true_peak_in_95,pointwise_95_coverage,hot_region_95_coverage,mean_crps_K,hot_region_crps_K,mean_95_interval_width_K,hot_region_95_interval_width_K,hot_region_interval_score_K,interval_calibration_scale,calibrated_true_peak_in_95,calibrated_hot_region_95_coverage,calibrated_hot_region_95_interval_width_K,calibrated_hot_region_interval_score_K,fixed_top_01_crps_K,fixed_top_01_mae_K,fixed_top_03_crps_K,fixed_top_03_mae_K,fixed_top_05_crps_K,fixed_top_05_mae_K,fixed_top_10_crps_K,fixed_top_10_mae_K,true_peak_location_crps_K,true_peak_location_mae_K,field_maximum_crps_K,stage,forcing_length_multiplier,forcing_lengthscale_m,base_forcing_intensity_K2_per_s,forcing_amplitude_multiplier,forcing_marginal_variance_K2
HorizontalScanPath_13,sequential diffusive SPDE,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,1,117,1,296.4959614680289,0.3813895792599353,0.3997744300975149,319.1296936365724,307.07817365525693,12.051519981315494,1.2975436609956779,False,0.9972011195521792,0.9078947368421053,0.31922293706659777,1.1891405103684505,4.517511549083453,5.484305960112192,20.633093027251302,1.0,False,0.9078947368421053,5.484305960112192,20.633093027251302,2.3227782971013307,2.8543480053942245,1.1891405103684505,1.5285623758167743,0.8524862540943162,1.0258559221819894,0.5756834414482908,0.6098484836053126,11.370991041793904,12.051519981315494,11.370991041793921,amplitude,0.5,0.000125,3702.393201358145,1.0,1.5129207286347728
HorizontalScanPath_13,sequential advective SPDE,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,1,117,1,296.4959614680289,0.3731168064880752,0.3984077908640674,319.1296936365724,307.01792942244685,12.111764214125571,1.2854348836305123,False,0.9972011195521792,0.9078947368421053,0.31618667218396135,1.175361659790039,4.5140524776564215,5.377969077361705,20.802530048027023,1.0,False,0.9078947368421053,5.377969077361705,20.802530048027023,2.340722156038284,2.8758730571352067,1.175361659790039,1.5021344678500927,0.8383374220555877,1.000029249045355,0.5667583426837854,0.5851124243803927,11.437864026477357,12.111764214125571,11.437864026477365,amplitude,0.5,0.000125,3702.393201358145,1.0,1.5129207286347728
SpiralScanPath_13,sequential diffusive SPDE,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,1,117,2,296.4901280292387,0.28971484533849406,0.3022056619290065,335.7083806056465,335.83538359193915,0.12700298629266626,1.4160988669191343,True,0.9960015993602559,0.868421052631579,0.3173828432470674,1.1096608102371788,4.514675222337018,5.310858546029041,20.370513865542147,1.0,True,0.868421052631579,5.310858546029041,20.370513865542147,2.1843106077503815,2.677531592418483,1.1096608102371788,1.4055339701019935,0.8017236078290909,0.9687428153888568,0.5546818813697446,0.5990806469629535,0.2968733374732556,0.12700298629266626,0.29687333747325106,amplitude,0.5,0.000125,3702.393201358145,1.0,1.5129207286347728
SpiralScanPath_13,sequential advective SPDE,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,1,117,2,296.4901280292387,0.28439730276621955,0.30217214270988574,335.7083806056465,335.66482524143356,0.04355536421292072,1.343871883615515,True,0.9968012794882047,0.8947368421052632,0.3157433174586302,1.1267972232866637,4.510827567323529,5.15521412121534,20.28981710605899,1.0,True,0.8947368421052632,5.15521412121534,20.28981710605899,2.223182701130297,2.7438808837267894,1.1267972232866637,1.4771697436876132,0.8276293667210733,1.0453409877693656,0.5687051919569662,0.636498259864546,0.3533382270563137,0.04355536421292072,0.35333822705634366,amplitude,0.5,0.000125,3702.393201358145,1.0,1.5129207286347728
DiagonalScanPath_8,sequential diffusive SPDE,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,1,117,2,296.12149833303096,0.37321724432748754,0.37167087319908365,336.214847986714,344.38586108498004,8.17101309826603,2.3854308539896154,False,0.9960015993602559,0.868421052631579,0.4370495651275855,1.4730621232244148,6.351004375610346,7.218660173318809,27.252438916202617,1.0,False,0.868421052631579,7.218660173318809,27.252438916202617,3.0793451806025063,3.7918995621712317,1.4730621232244148,1.8543702206812775,1.086939497360859,1.2836410953403612,0.7492707231504379,0.7540292785916112,6.866433525065387,8.17101309826603,6.866433525065357,amplitude,0.5,0.000125,3702.393201358145,2.0,3.0258414572695456
DiagonalScanPath_8,sequential advective SPDE,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,1,117,2,296.12149833303096,0.3664134050121284,0.36889194679988846,336.214847986714,344.0895933111738,7.874745324459809,2.167103457029788,False,0.9960015993602559,0.868421052631579,0.434230054971679,1.4533721213916027,6.347477503211377,6.826853332062217,28.546559334594647,1.0,False,0.868421052631579,6.826853332062217,28.546559334594647,3.085007092774461,3.738105537825926,1.4533721213916027,1.7941407753705916,1.073125111790995,1.2573033500272668,0.7464083405654999,0.7237395956649987,6.922359369885747,7.874745324459809,6.9223593698857115,amplitude,0.5,0.000125,3702.393201358145,2.0,3.0258414572695456
HorizontalScanPath_13,sequential diffusive SPDE,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,1,117,1,296.4959614680289,0.38342912279602953,0.4014032197562751,319.1296936365724,307.08030158785965,12.049392048712775,1.7880092275006982,False,0.9976009596161536,0.9342105263157895,0.4261649651219547,1.189774115334125,6.341386204304652,7.11097285428891,19.493054808546745,1.0,False,0.9342105263157895,7.11097285428891,19.493054808546745,2.159152216680695,2.798493820444588,1.189774115334125,1.5558830787611915,0.8887778904476704,1.0462059799558971,0.649941812659132,0.6207634404396974,11.014000280558289,12.049392048712775,11.008204866501258,amplitude,0.5,0.000125,3702.393201358145,2.0,3.0258414572695456
HorizontalScanPath_13,sequential advective SPDE,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,1,117,1,296.4959614680289,0.37478037685062504,0.39964613562840573,319.1296936365724,307.0229269181918,12.10676671838064,1.779179255040755,False,0.9976009596161536,0.9342105263157895,0.4251029551058271,1.2010826279074396,6.338176368617133,7.061944671336086,20.23196250248169,1.0,False,0.9342105263157895,7.061944671336086,20.23196250248169,2.238722542811469,2.801745505861701,1.2010826279074396,1.5259666918753516,0.8974355372458341,1.018402320517328,0.6567558220827594,0.5950377587313304,10.753856931458733,12.10676671838064,10.738582767326886,amplitude,0.5,0.000125,3702.393201358145,2.0,3.0258414572695456
SpiralScanPath_13,sequential diffusive SPDE,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,1,117,2,296.4901280292387,0.291202134914594,0.30372630078478635,335.7083806056465,335.9912918021303,0.28291119648383756,1.8961403076400831,True,0.9976009596161536,0.9210526315789473,0.425254613833456,1.144006416322773,6.339203264696909,7.2118525722756885,18.617206601523183,1.0,True,0.9210526315789473,7.2118525722756885,18.617206601523183,2.115336151792077,2.6144104507436645,1.144006416322773,1.4293664874037748,0.8653109665128522,0.9867510708395715,0.6423820760487643,0.6085034388702125,0.47185146589230387,0.28291119648383756,0.4718514658923716,amplitude,0.5,0.000125,3702.393201358145,2.0,3.0258414572695456
SpiralScanPath_13,sequential advective SPDE,3.6109129986233175e-06,12.422901570529978,3.4305133895116966,0.17022272061337845,1,117,2,296.4901280292387,0.2862988991363309,0.3036086377698838,335.7083806056465,335.73671237286743,0.028331767220947768,1.8241084189366863,True,0.9976009596161536,0.9210526315789473,0.4238795061560891,1.1671581217739984,6.335662736770876,6.970034683975117,17.912880342439973,1.0,True,0.9210526315789473,6.970034683975117,17.912880342439973,2.132653284645212,2.684447818867802,1.1671581217739984,1.512803871649177,0.8936193445263854,1.074270210791389,0.6614269529582024,0.6517117726294921,0.41073725409470807,0.028331767220947768,0.41073725409472994,amplitude,0.5,0.000125,3702.393201358145,2.0,3.0258414572695456
